word,pos,chunk,pnp,rol,lemma
Switches,NNS,B-NP,O,O,switch
Contactors,NNS,B-NP,O,O,contactor
Microswitches,NNS,B-NP,O,O,microswitch
Optical,NNP,B-NP,O,NP-SBJ-1,optical
switches,VBZ,B-VP,O,VP-1,switch
Switchgear,NNP,B-NP,O,O,switchgear
Circuit,NNP,B-NP,O,O,circuit
breakers,NNS,I-NP,O,O,breaker
Interrupters,NNS,B-NP,O,O,interrupter
Relays,VBZ,B-VP,O,O,relay
Telecontrol,JJ,B-NP,O,O,telecontrol
equipment,NN,I-NP,O,O,equipment
Thermostats,NNS,B-NP,O,O,thermostat
Control,NNP,B-NP,O,O,control
system,NN,I-NP,O,O,system
synthesis,NN,I-NP,O,O,synthesis
Controllability,NNP,B-NP,O,O,controllability
Cruise,NN,B-NP,O,O,cruise
control,NN,I-NP,O,O,control
Decentralized,JJ,B-NP,O,O,decentralized
control,NN,I-NP,O,O,control
Distributed,VBN,B-VP,O,VP-1,distribute
parameter,NN,B-NP,O,NP-OBJ-1,parameter
systems,NNS,I-NP,O,NP-OBJ-1,system
Delay,NNP,B-NP,O,O,delay
systems,NNS,I-NP,O,O,system
Added,JJ,B-NP,O,O,added
delay,NN,I-NP,O,O,delay
Delay,NNP,B-NP,O,O,delay
lines,NNS,I-NP,O,O,line
Digital,NNP,B-NP,O,O,digital
control,NN,I-NP,O,O,control
Programmable,JJ,B-NP,O,O,programmable
control,NN,I-NP,O,O,control
Flow,NNP,B-NP,O,O,flow
graphs,NNS,I-NP,O,O,graph
Fault,NNP,B-NP,O,O,fault
tolerant,JJ,I-NP,O,O,tolerant
control,NN,I-NP,O,O,control
Feedback,NN,B-NP,O,O,feedback
Feedback,NN,B-NP,O,O,feedback
circuits,NNS,I-NP,O,O,circuit
Output,NN,B-NP,O,O,output
feedback,NN,I-NP,O,O,feedback
Negative,JJ,B-NP,O,O,negative
feedback,NN,I-NP,O,O,feedback
Neurofeedback,NNP,B-NP,O,O,neurofeedback
Fluid,NN,B-NP,O,O,fluid
flow,NN,I-NP,O,O,flow
control,NN,I-NP,O,O,control
Fluidics,NNS,B-NP,O,O,fluidic
Microfluidics,NNS,B-NP,O,O,microfluidic
Nanofluidics,NNS,B-NP,O,O,nanofluidic
Gaze,NN,B-NP,O,O,gaze
tracking,NN,I-NP,O,O,tracking
Electrooculography,NN,B-NP,O,O,electrooculography
Linear,NNP,B-NP,O,O,linear
feedback,NN,I-NP,O,O,feedback
control,NN,I-NP,O,O,control
systems,NNS,I-NP,O,O,system
Frequency,NNP,B-NP,O,NP-SBJ-1,frequency
locked,VBD,B-VP,O,VP-1,lock
loops,NNS,B-NP,O,NP-OBJ-1,loop
Phase,NN,B-NP,O,NP-SBJ-1,phase
locked,VBN,B-VP,O,VP-1,lock
loops,NNS,B-NP,O,NP-OBJ-1,loop
State,NN,B-NP,O,O,state
feedback,NN,I-NP,O,O,feedback
Tracking,NNP,B-NP,O,O,tracking
loops,NNS,I-NP,O,O,loop
Magnetic,JJ,B-NP,O,O,magnetic
variables,NNS,I-NP,O,O,variable
control,NN,I-NP,O,O,control
Mechanical,JJ,B-NP,O,O,mechanical
variables,NNS,I-NP,O,O,variable
control,NN,I-NP,O,O,control
Displacement,NN,B-NP,O,O,displacement
control,NN,I-NP,O,O,control
Force,NNP,B-NP,O,O,force
control,NN,I-NP,O,O,control
Level,NNP,B-NP,O,O,level
control,NN,I-NP,O,O,control
Gyroscopes,NNS,B-NP,O,O,gyroscope
Motion,NNP,B-NP,O,O,motion
control,NN,I-NP,O,O,control
Collision,NNP,B-NP,O,O,collision
avoidance,NN,I-NP,O,O,avoidance
Collision,NNP,B-NP,O,O,collision
mitigation,NN,I-NP,O,O,mitigation
Kinetic,JJ,B-NP,O,O,kinetic
theory,NN,I-NP,O,O,theory
Motion,NNP,B-NP,O,NP-SBJ-1,motion
planning,VBG,B-VP,O,VP-1,plan
Path,JJ,B-NP,O,O,path
planning,NN,I-NP,O,O,planning
Visual,JJ,B-NP,O,O,visual
servoing,NN,I-NP,O,O,servoing
Pitch,NN,B-NP,O,O,pitch
control,NN,I-NP,O,O,control
(,(,O,O,O,(
position,NN,B-NP,O,O,position
),),O,O,O,)
Position,NN,B-NP,O,O,position
control,NN,I-NP,O,O,control
Nanopositioning,VBG,B-VP,O,O,nanoposition
Shape,NNP,B-NP,O,O,shape
control,NN,I-NP,O,O,control
Size,NN,B-NP,O,O,size
control,NN,I-NP,O,O,control
Strain,NN,B-NP,O,O,strain
control,NN,I-NP,O,O,control
Stress,NN,B-NP,O,O,stress
control,NN,I-NP,O,O,control
Thickness,NN,B-NP,O,O,thickness
control,NN,I-NP,O,O,control
Torque,NN,B-NP,O,O,torque
control,NN,I-NP,O,O,control
Velocity,NN,B-NP,O,O,velocity
control,NN,I-NP,O,O,control
Angular,JJ,B-NP,O,O,angular
velocity,NN,I-NP,O,O,velocity
control,NN,I-NP,O,O,control
Vibration,NN,B-NP,O,O,vibration
control,NN,I-NP,O,O,control
Weight,NN,B-NP,O,O,weight
control,NN,I-NP,O,O,control
Medical,NNP,B-NP,O,O,medical
control,NN,I-NP,O,O,control
systems,NNS,I-NP,O,O,system
Moisture,NN,B-NP,O,O,moisture
control,NN,I-NP,O,O,control
Humidity,NN,B-NP,O,O,humidity
control,NN,I-NP,O,O,control
Motion,NNP,B-NP,O,O,motion
compensation,NN,I-NP,O,O,compensation
Networked,JJ,B-NP,O,O,networked
control,NN,I-NP,O,O,control
systems,NNS,I-NP,O,O,system
Nonlinear,JJ,B-NP,O,O,nonlinear
control,NN,I-NP,O,O,control
systems,NNS,I-NP,O,O,system
Open,JJ,B-NP,O,O,open
loop,NN,I-NP,O,O,loop
systems,NNS,I-NP,O,O,system
Optical,NNP,B-NP,O,O,optical
control,NN,I-NP,O,O,control
Lighting,NNP,B-NP,O,O,lighting
control,NN,I-NP,O,O,control
Optical,NNP,B-NP,O,O,optical
variables,NNS,I-NP,O,O,variable
control,NN,I-NP,O,O,control
Optimal,JJ,B-NP,O,O,optimal
control,NN,I-NP,O,O,control
Bang-bang,NNP,B-NP,O,O,bang-bang
control,NN,I-NP,O,O,control
Infinite,JJ,B-NP,O,O,infinite
horizon,NN,I-NP,O,O,horizon
PD,JJ,B-NP,O,O,pd
control,NN,I-NP,O,O,control
PI,NN,B-NP,O,O,pi
control,NN,I-NP,O,O,control
Pneumatic,JJ,B-NP,O,O,pneumatic
systems,NNS,I-NP,O,O,system
Positive,JJ,B-NP,O,O,positive
train,NN,I-NP,O,O,train
control,NN,I-NP,O,O,control
Pressure,NN,B-NP,O,O,pressure
control,NN,I-NP,O,O,control
Proportional,JJ,B-NP,O,O,proportional
control,NN,I-NP,O,O,control
Radio,NNP,B-NP,O,O,radio
control,NN,I-NP,O,O,control
Robot,NN,B-NP,O,O,robot
control,NN,I-NP,O,O,control
Robot,NN,B-NP,O,O,robot
motion,NN,I-NP,O,O,motion
SCADA,NNP,B-NP,O,O,scada
systems,NNS,I-NP,O,O,system
Sensorless,NN,B-NP,O,O,sensorless
control,NN,I-NP,O,O,control
Sliding,VBG,B-VP,O,VP-1,slide
mode,NN,B-NP,O,NP-OBJ-1,mode
control,NN,I-NP,O,NP-OBJ-1,control
Supervisory,JJ,B-NP,O,O,supervisory
control,NN,I-NP,O,O,control
SCADA,NNP,B-NP,O,O,scada
systems,NNS,I-NP,O,O,system
Thermal,JJ,B-NP,O,O,thermal
variables,NNS,I-NP,O,O,variable
control,NN,I-NP,O,O,control
Temperature,NN,B-NP,O,O,temperature
control,NN,I-NP,O,O,control
Cooling,NN,B-NP,O,O,cooling
Heating,NN,B-NP,O,O,heating
Thermal,JJ,B-NP,O,O,thermal
analysis,NN,I-NP,O,O,analysis
Thermomechanical,JJ,B-NP,O,O,thermomechanical
processes,NNS,I-NP,O,O,process
Traffic,NN,B-NP,O,O,traffic
control,NN,I-NP,O,O,control
Queueing,VBG,B-VP,O,VP-1,queue
analysis,NN,B-NP,O,NP-OBJ-1,analysis
Vehicle,NNP,B-NP,O,NP-SBJ-1,vehicle
routing,VBG,B-VP,O,VP-1,rout
Dielectrics,NNS,B-NP,O,O,dielectric
and,CC,I-NP,O,O,and
electrical,JJ,I-NP,O,O,electrical
insulation,NN,I-NP,O,O,insulation
Dielectrics,NNS,B-NP,O,O,dielectric
Dielectric,JJ,B-ADJP,O,O,dielectric
constant,JJ,I-ADJP,O,O,constant
High-k,JJ,B-NP,O,O,high-k
gate,NN,I-NP,O,O,gate
dielectrics,NNS,I-NP,O,O,dielectric
Dielectric,JJ,B-NP,O,O,dielectric
devices,NNS,I-NP,O,O,device
Capacitors,NNP,B-NP,O,O,capacitors
Ferroelectric,JJ,B-NP,O,O,ferroelectric
devices,NNS,I-NP,O,O,device
Piezoelectric,JJ,B-NP,O,O,piezoelectric
devices,NNS,I-NP,O,O,device
Pyroelectric,JJ,B-NP,O,O,pyroelectric
devices,NNS,I-NP,O,O,device
Dielectric,JJ,B-NP,O,O,dielectric
losses,NNS,I-NP,O,O,loss
Dielectric,JJ,B-NP,O,O,dielectric
substrates,NNS,I-NP,O,O,substrate
Dielectrophoresis,NN,B-NP,O,O,dielectrophoresis
Electrohydrodynamics,NNS,B-NP,O,O,electrohydrodynamic
Electrokinetics,NNS,B-NP,O,O,electrokinetic
Electrostriction,CD,O,O,O,electrostriction
Electric,NNP,B-NP,O,O,electric
breakdown,NN,I-NP,O,O,breakdown
Avalanche,NN,B-NP,O,O,avalanche
breakdown,NN,I-NP,O,O,breakdown
Corona,NNP,B-NP,O,O,corona
Dielectric,JJ,B-NP,O,O,dielectric
breakdown,NN,I-NP,O,O,breakdown
Arc,NNP,B-NP,O,O,arc
discharges,NNS,I-NP,O,O,discharge
Discharges,NNS,B-NP,O,O,discharge
(,(,O,O,O,(
electric,JJ,B-ADJP,O,O,electric
),),O,O,O,)
Electrostatic,JJ,B-NP,O,O,electrostatic
discharges,NNS,I-NP,O,O,discharge
Flashover,NNP,B-NP,O,O,flashover
Glow,NNP,B-NP,O,O,glow
discharges,NNS,I-NP,O,O,discharge
Partial,JJ,B-NP,O,O,partial
discharges,NNS,I-NP,O,O,discharge
Surface,NN,B-NP,O,O,surface
discharges,NNS,I-NP,O,O,discharge
Vacuum,NNP,B-NP,O,O,vacuum
breakdown,NN,I-NP,O,O,breakdown
Sparks,NNP,B-NP,O,O,sparks
Insulation,NN,B-NP,O,O,insulation
Cable,NNP,B-NP,O,O,cable
insulation,NN,I-NP,O,O,insulation
Power,NN,B-NP,O,O,power
cable,NN,I-NP,O,O,cable
insulation,NN,I-NP,O,O,insulation
Ceramics,NNPS,B-NP,O,O,ceramics
Porcelain,NN,B-NP,O,O,porcelain
Gas,NNP,B-NP,O,O,gas
insulation,NN,I-NP,O,O,insulation
Sulfur,NN,B-NP,O,O,sulfur
hexafluoride,NN,I-NP,O,O,hexafluoride
Insulators,NNS,B-NP,O,O,insulator
Metal-insulator,NNP,B-NP,O,O,metal-insulator
structures,NNS,I-NP,O,O,structure
Plastic,JJ,B-NP,O,O,plastic
insulators,NNS,I-NP,O,O,insulator
Rubber,NNP,B-NP,O,O,rubber
Topological,JJ,B-NP,O,O,topological
insulators,NNS,I-NP,O,O,insulator
Trees,NNP,B-NP,O,O,trees
-,:,O,O,O,-
insulation,NN,B-NP,O,O,insulation
Isolation,NN,B-NP,O,O,isolation
technology,NN,I-NP,O,O,technology
Oil,NN,B-NP,O,O,oil
insulation,NN,I-NP,O,O,insulation
Oil,NN,B-NP,O,O,oil
filled,JJ,I-NP,O,O,filled
cables,NNS,I-NP,O,O,cable
Plastic,JJ,B-NP,O,O,plastic
insulation,NN,I-NP,O,O,insulation
Education,NNP,B-NP,O,O,education
Career,NNP,B-NP,O,O,career
development,NN,I-NP,O,O,development
Continuing,VBG,B-VP,O,VP-1,continue
education,NN,B-NP,O,NP-OBJ-1,education
Jobs,NNS,B-NP,O,O,job
listings,NNS,I-NP,O,O,listing
Mentoring,VBG,B-VP,O,O,mentore
Education,NNP,B-NP,O,O,education
courses,NNS,I-NP,O,O,course
Curriculum,NN,B-NP,O,O,curriculum
development,NN,I-NP,O,O,development
Open,NNP,B-NP,O,O,open
Educational,NNP,I-NP,O,O,educational
Resources,NNP,I-NP,O,O,resources
Educational,NNP,B-NP,O,O,educational
institutions,NNS,I-NP,O,O,institution
Educational,NNP,B-NP,O,O,educational
programs,NNS,I-NP,O,O,program
Accreditation,NN,B-NP,O,O,accreditation
Continuing,VBG,B-VP,O,VP-1,continue
education,NN,B-NP,O,NP-OBJ-1,education
Pre-college,JJ,B-NP,O,O,pre-college
programs,NNS,I-NP,O,O,program
Scholarships,NNS,B-NP,O,O,scholarship
Self-study,NN,B-NP,O,O,self-study
courses,NNS,I-NP,O,O,course
Seminars,NNS,B-NP,O,O,seminar
Webinars,NNS,B-NP,O,O,webinar
STEM,VB,B-VP,O,O,stem
Tutorials,NNS,B-NP,O,O,tutorial
Educational,NNP,B-NP,O,O,educational
technology,NN,I-NP,O,O,technology
Computer,NNP,B-NP,O,NP-SBJ-1,computer
aided,VBN,B-VP,O,VP-1,aid
instruction,NN,B-NP,O,NP-OBJ-1,instruction
Learning,NNP,B-NP,O,O,learning
management,NN,I-NP,O,O,management
systems,NNS,I-NP,O,O,system
Courseware,NNP,B-NP,O,O,courseware
Electronic,JJ,B-NP,O,O,electronic
learning,NN,I-NP,O,O,learning
Mobile,NNP,B-NP,O,NP-SBJ-1,mobile
learning,VBG,B-VP,O,VP-1,learn
Engineering,NNP,B-NP,O,O,engineering
education,NN,I-NP,O,O,education
Biomedical,JJ,B-NP,O,O,biomedical
engineering,NN,I-NP,O,O,engineering
education,NN,I-NP,O,O,education
Communication,NNP,B-NP,O,O,communication
engineering,NN,I-NP,O,O,engineering
education,NN,I-NP,O,O,education
Computer,NNP,B-NP,O,O,computer
science,NN,I-NP,O,O,science
education,NN,I-NP,O,O,education
Control,NNP,B-NP,O,O,control
engineering,NN,I-NP,O,O,engineering
education,NN,I-NP,O,O,education
Electrical,JJ,B-NP,O,O,electrical
engineering,NN,I-NP,O,O,engineering
education,NN,I-NP,O,O,education
Electronics,NNS,B-NP,O,O,electronic
engineering,NN,I-NP,O,O,engineering
education,NN,I-NP,O,O,education
Engineering,NNP,B-NP,O,O,engineering
students,NNS,I-NP,O,O,student
Physics,NNP,B-NP,O,O,physics
education,NN,I-NP,O,O,education
Power,NN,B-NP,O,O,power
engineering,NN,I-NP,O,O,engineering
education,NN,I-NP,O,O,education
Student,NN,B-NP,O,O,student
experiments,NNS,I-NP,O,O,experiment
Systems,NNS,B-NP,O,O,system
engineering,NN,I-NP,O,O,engineering
education,NN,I-NP,O,O,education
Training,NNP,B-NP,O,O,training
Certification,NNP,B-NP,O,O,certification
Industrial,NNP,B-NP,O,NP-SBJ-1,industrial
training,VBG,B-VP,O,VP-1,train
Management,NNP,B-NP,O,O,management
training,NN,I-NP,O,O,training
On,IN,B-PP,B-PNP,O,on
the,DT,B-NP,I-PNP,NP-SBJ-1,the
job,NN,I-NP,I-PNP,NP-SBJ-1,job
training,VBG,B-VP,I-PNP,VP-1,train
Qualifications,NNS,B-NP,O,O,qualification
Vocational,NNP,B-NP,O,O,vocational
training,NN,I-NP,O,O,training
Electromagnetic,JJ,B-NP,O,O,electromagnetic
compatibility,NN,I-NP,O,O,compatibility
and,CC,O,O,O,and
interference,NN,B-NP,O,O,interference
Electromagnetic,JJ,B-NP,O,O,electromagnetic
compatibility,NN,I-NP,O,O,compatibility
Immunity,NN,B-NP,O,O,immunity
testing,NN,I-NP,O,O,testing
Reverberation,NN,B-NP,O,O,reverberation
chambers,NNS,I-NP,O,O,chamber
Electromagnetics,NNS,B-NP,O,O,electromagnetic
Electromagnetic,JJ,B-NP,O,O,electromagnetic
analysis,NN,I-NP,O,O,analysis
Air,NNP,B-NP,O,O,air
gaps,NNS,I-NP,O,O,gap
Characteristic,JJ,B-NP,O,O,characteristic
mode,NN,I-NP,O,O,mode
analysis,NN,I-NP,O,O,analysis
Computational,JJ,B-NP,O,O,computational
electromagnetics,NNS,I-NP,O,O,electromagnetic
Delay,NNP,B-NP,O,O,delay
effects,NNS,I-NP,O,O,effect
Electromagnetic,JJ,B-NP,O,O,electromagnetic
fields,NNS,I-NP,O,O,field
Electromagnetic,JJ,B-NP,O,O,electromagnetic
forces,NNS,I-NP,O,O,force
Electromagnetic,JJ,B-NP,O,O,electromagnetic
refraction,NN,I-NP,O,O,refraction
Permeability,NN,B-NP,O,O,permeability
Spark,NNP,B-NP,O,O,spark
gaps,NNS,I-NP,O,O,gap
Time-domain,JJ,B-NP,O,O,time-domain
analysis,NN,I-NP,O,O,analysis
Electromagnetic,JJ,B-ADJP,O,O,electromagnetic
coupling,VBG,B-VP,O,O,couple
Mutual,JJ,B-ADJP,O,O,mutual
coupling,VBG,B-VP,O,O,couple
Optical,NNP,B-NP,O,NP-SBJ-1,optical
coupling,VBG,B-VP,O,VP-1,couple
Electromagnetic,JJ,B-NP,O,O,electromagnetic
devices,NNS,I-NP,O,O,device
Electromagnetic,JJ,B-NP,O,O,electromagnetic
induction,NN,I-NP,O,O,induction
Eddy,NNP,B-NP,O,O,eddy
currents,NNS,I-NP,O,O,current
Inductive,JJ,B-NP,O,O,inductive
power,NN,I-NP,O,O,power
transmission,NN,I-NP,O,O,transmission
Electromagnetic,NNP,B-NP,O,O,electromagnetic
metamaterials,NNS,I-NP,O,O,metamaterial
Terahertz,NNP,B-NP,O,NP-SBJ-1,terahertz
metamaterials,VBZ,B-VP,O,VP-1,metamaterial
Electromagnetic,JJ,B-NP,O,O,electromagnetic
radiation,NN,I-NP,O,O,radiation
Correlators,NNS,B-NP,O,O,correlator
Electromagnetic,JJ,B-NP,O,O,electromagnetic
wave,NN,I-NP,O,O,wave
absorption,NN,I-NP,O,O,absorption
Frequency,NNP,B-NP,O,O,frequency
Gamma-rays,VBZ,B-VP,O,O,gamma-ray
Line-of-sight,NN,B-NP,O,O,line-of-sight
propagation,NN,I-NP,O,O,propagation
Electromagnetic,JJ,B-NP,O,O,electromagnetic
shielding,NN,I-NP,O,O,shielding
Cable,NNP,B-NP,O,O,cable
shielding,NN,I-NP,O,O,shielding
Magnetic,JJ,B-NP,O,O,magnetic
shielding,NN,I-NP,O,O,shielding
Electromagnetic,JJ,B-NP,O,O,electromagnetic
transients,NNS,I-NP,O,O,transient
EMP,NNP,B-NP,O,O,emp
radiation,NN,I-NP,O,O,radiation
effects,NNS,I-NP,O,O,effect
EMTDC,NNP,B-NP,O,O,emtdc
EMTP,NNP,B-NP,O,O,emtp
Power,NN,B-NP,O,O,power
system,NN,I-NP,O,O,system
transients,NNS,I-NP,O,O,transient
Surges,NNS,B-NP,O,O,surge
Proximity,NN,B-NP,O,O,proximity
effects,NNS,I-NP,O,O,effect
Interference,NNP,B-NP,O,O,interference
Clutter,NN,B-NP,O,O,clutter
Crosstalk,VB,B-VP,O,O,crosstalk
Diffraction,NN,B-NP,O,O,diffraction
Echo,NNP,B-NP,O,O,echo
interference,NN,I-NP,O,O,interference
Electromagnetic,JJ,B-NP,O,O,electromagnetic
interference,NN,I-NP,O,O,interference
Radiofrequency,NN,B-NP,O,O,radiofrequency
interference,NN,I-NP,O,O,interference
Specific,JJ,B-NP,O,O,specific
absorption,NN,I-NP,O,O,absorption
rate,NN,I-NP,O,O,rate
Electromagnetic,JJ,B-NP,O,O,electromagnetic
radiative,JJ,I-NP,O,O,radiative
interference,NN,I-NP,O,O,interference
Electrostatic,JJ,B-NP,O,O,electrostatic
interference,NN,I-NP,O,O,interference
Immunity,NN,B-NP,O,O,immunity
testing,NN,I-NP,O,O,testing
Interchannel,NN,B-NP,O,O,interchannel
interference,NN,I-NP,O,O,interference
Interference,NNP,B-NP,O,O,interference
cancellation,NN,I-NP,O,O,cancellation
Interference,NNP,B-NP,O,O,interference
channels,NNS,I-NP,O,O,channel
Interference,NNP,B-NP,O,O,interference
constraints,NNS,I-NP,O,O,constraint
Interference,NNP,B-NP,O,O,interference
elimination,NN,I-NP,O,O,elimination
Interference,NNP,B-NP,O,O,interference
suppression,NN,I-NP,O,O,suppression
Intersymbol,NN,B-NP,O,O,intersymbol
interference,NN,I-NP,O,O,interference
Rain,NNP,B-NP,O,NP-SBJ-1,rain
fading,VBG,B-VP,O,VP-1,fade
Terrain,NN,B-NP,O,O,terrain
factors,NNS,I-NP,O,O,factor
TV,NN,B-NP,O,O,tv
interference,NN,I-NP,O,O,interference
Electron,NNP,B-NP,O,O,electron
devices,NNS,I-NP,O,O,device
Cathode,NN,B-NP,O,O,cathode
ray,NN,I-NP,O,O,ray
tubes,NNS,I-NP,O,O,tube
Electron,NNP,B-NP,O,O,electron
guns,NNS,I-NP,O,O,gun
Electron,NNP,B-NP,O,O,electron
multipliers,NNS,I-NP,O,O,multiplier
Electron,NNP,B-NP,O,O,electron
tubes,NNS,I-NP,O,O,tube
Field,NNP,B-NP,O,O,field
emitter,NN,I-NP,O,O,emitter
arrays,NNS,I-NP,O,O,array
Klystrons,NNS,B-NP,O,O,klystron
Magnetrons,NNS,B-NP,O,O,magnetron
Thyratrons,NNS,B-NP,O,O,thyratron
Mechatronics,NNS,B-NP,O,O,mechatronic
Biomechatronics,NNS,B-NP,O,O,biomechatronic
Microelectromechanical,JJ,B-NP,O,O,microelectromechanical
systems,NNS,I-NP,O,O,system
Microelectromechanical,JJ,B-NP,O,O,microelectromechanical
devices,NNS,I-NP,O,O,device
Microactuators,NNS,B-NP,O,O,microactuator
Micromotors,NNS,B-NP,O,O,micromotor
Micropumps,NNS,B-NP,O,O,micropump
Microvalves,NNS,B-NP,O,O,microvalf
Radiofrequency,NNP,B-NP,O,O,radiofrequency
microelectromechanical,JJ,I-NP,O,O,microelectromechanical
systems,NNS,I-NP,O,O,system
Microfluidics,NNS,B-NP,O,O,microfluidic
Micromechanical,JJ,B-NP,O,O,micromechanical
devices,NNS,I-NP,O,O,device
Biomedical,JJ,B-NP,O,O,biomedical
microelectromechanical,JJ,I-NP,O,O,microelectromechanical
systems,NNS,I-NP,O,O,system
Fluidic,NNP,B-NP,O,O,fluidic
microsystems,NNS,I-NP,O,O,microsystem
Microfabrication,NNP,B-NP,O,O,microfabrication
Photoelectricity,NN,B-NP,O,O,photoelectricity
Photovoltaic,JJ,B-NP,O,O,photovoltaic
effects,NNS,I-NP,O,O,effect
Shunts,NNS,B-NP,O,O,shunt
(,(,O,O,O,(
electrical,JJ,B-ADJP,O,O,electrical
),),O,O,O,)
Photovoltaic,JJ,B-NP,O,O,photovoltaic
cells,NNS,I-NP,O,O,cell
Light,NN,B-NP,O,NP-SBJ-1,light
trapping,VBG,B-VP,O,VP-1,trap
Quantum,NNP,B-NP,O,NP-SBJ-1,quantum
computing,VBG,B-VP,O,VP-1,compute
Quantum,NNP,B-NP,O,O,quantum
cellular,JJ,I-NP,O,O,cellular
automata,NN,I-NP,O,O,automata
Quantum,NNP,B-NP,O,O,quantum
well,RB,I-NP,O,O,well
devices,NNS,I-NP,O,O,device
Quantum,NNP,B-NP,O,O,quantum
well,RB,I-NP,O,O,well
lasers,NNS,I-NP,O,O,laser
Quantum,NNP,B-NP,O,O,quantum
cascade,NN,I-NP,O,O,cascade
lasers,NNS,I-NP,O,O,laser
Quantum,NNP,B-NP,O,O,quantum
wells,NNS,I-NP,O,O,well
Two,CD,B-NP,O,O,two
dimensional,JJ,I-NP,O,O,dimensional
hole,NN,I-NP,O,O,hole
gas,NN,I-NP,O,O,gas
Semiconductivity,NN,B-NP,O,O,semiconductivity
Semiconductor,NNP,B-NP,O,O,semiconductor
devices,NNS,I-NP,O,O,device
Flip-chip,NN,B-NP,O,O,flip-chip
devices,NNS,I-NP,O,O,device
Gunn,NNP,B-NP,O,O,gunn
devices,NNS,I-NP,O,O,device
Hall,NNP,B-NP,O,O,hall
effect,NN,I-NP,O,O,effect
devices,NNS,I-NP,O,O,device
Junctions,NNS,B-NP,O,O,junction
Heterojunctions,NNS,B-NP,O,O,heterojunction
Hybrid,NNP,B-NP,O,O,hybrid
junctions,NNS,I-NP,O,O,junction
P-n,NNP,B-NP,O,O,p-n
junctions,NNS,I-NP,O,O,junction
Waveguide,NNP,B-NP,O,O,waveguide
junctions,NNS,I-NP,O,O,junction
MIS,NNP,B-NP,O,O,mis
devices,NNS,I-NP,O,O,device
Charge,VB,B-VP,O,VP-1,charge
coupled,VBN,I-VP,O,VP-1,couple
devices,NNS,B-NP,O,NP-OBJ-1,device
MOS,NNS,B-NP,O,O,mo
devices,NNS,I-NP,O,O,device
MONOS,NNP,B-NP,O,O,monos
devices,NNS,I-NP,O,O,device
Piezoresistive,JJ,B-NP,O,O,piezoresistive
devices,NNS,I-NP,O,O,device
P-i-n,NNP,B-NP,O,NP-SBJ-1,p-i-n
diodes,VBZ,B-VP,O,VP-1,diode
Power,NN,B-NP,O,O,power
semiconductor,NN,I-NP,O,O,semiconductor
devices,NNS,I-NP,O,O,device
Power,JJR,B-NP,O,O,power
transistors,NNS,I-NP,O,O,transistor
Power,NN,B-NP,O,NP-SBJ-1,power
semiconductor,NN,I-NP,O,NP-SBJ-1,semiconductor
switches,VBZ,B-VP,O,VP-1,switch
Bipolar,JJ,B-NP,O,O,bipolar
transistors,NNS,I-NP,O,O,transistor
Thyristors,NNS,B-NP,O,O,thyristor
Quantum,NNP,B-NP,O,O,quantum
dots,NNS,I-NP,O,O,dot
Quantum,NNP,B-NP,O,O,quantum
well,RB,I-NP,O,O,well
lasers,NNS,I-NP,O,O,laser
Quantum,NNP,B-NP,O,O,quantum
cascade,NN,I-NP,O,O,cascade
lasers,NNS,I-NP,O,O,laser
Schottky,NNP,B-NP,O,NP-SBJ-1,schottky
diodes,VBZ,B-VP,O,VP-1,diode
Semiconductor,NNP,B-NP,O,O,semiconductor
counters,NNS,I-NP,O,O,counter
Semiconductor,NNP,B-NP,O,O,semiconductor
detectors,NNS,I-NP,O,O,detector
Semiconductor,NNP,B-NP,O,O,semiconductor
device,NN,I-NP,O,O,device
modeling,NN,I-NP,O,O,modeling
Semiconductor,NNP,B-NP,O,O,semiconductor
device,NN,I-NP,O,O,device
noise,NN,I-NP,O,O,noise
Semiconductor,NNP,B-NP,O,NP-SBJ-1,semiconductor
diodes,VBZ,B-VP,O,VP-1,diode
P-i-n,NNP,B-NP,O,NP-SBJ-1,p-i-n
diodes,VBZ,B-VP,O,VP-1,diode
Schottky,NNP,B-NP,O,NP-SBJ-1,schottky
diodes,VBZ,B-VP,O,VP-1,diode
Semiconductor-metal,NN,B-NP,O,O,semiconductor-metal
interfaces,NNS,I-NP,O,O,interface
Superluminescent,NN,B-NP,O,NP-SBJ-1,superluminescent
diodes,VBZ,B-VP,O,VP-1,diode
Varactors,NNS,B-NP,O,O,varactor
Semiconductor,NNP,B-NP,O,O,semiconductor
lasers,NNS,I-NP,O,O,laser
Laser,NNP,B-NP,O,NP-SBJ-1,laser
tuning,VBG,B-VP,O,VP-1,tune
Quantum,NNP,B-NP,O,O,quantum
dot,NN,I-NP,O,O,dot
lasers,NNS,I-NP,O,O,laser
Quantum,NNP,B-NP,O,O,quantum
well,RB,I-NP,O,O,well
lasers,NNS,I-NP,O,O,laser
Semiconductor,NNP,B-NP,O,O,semiconductor
laser,NN,I-NP,O,O,laser
arrays,NNS,I-NP,O,O,array
Semiconductor,NNP,B-NP,O,O,semiconductor
optical,JJ,I-NP,O,O,optical
amplifiers,NNS,I-NP,O,O,amplifier
Surface,NN,B-NP,O,NP-SBJ-1,surface
emitting,VBG,B-VP,O,VP-1,emit
lasers,NNS,B-NP,O,NP-OBJ-1,laser
Semiconductor,NNP,B-NP,O,NP-SBJ-1,semiconductor
waveguides,VBD,B-VP,O,VP-1,waveguide
