"id_concept","word","pos","chunk","pnp","rol","lemma"
"557","area","NN","I-NP","O","O","area"
"557","networks","NNS","I-NP","O","O","network"
"558","Cross","NNP","B-NP","O","O","cross"
"558","layer","NN","I-NP","O","O","layer"
"558","design","NN","I-NP","O","O","design"
"559","Data","NN","B-NP","O","O","data"
"559","buses","NNS","I-NP","O","O","bus"
"560","Backplanes","NNS","B-NP","O","O","backplane"
"562","Data","JJ","B-NP","O","O","data"
"562","communication","NN","I-NP","O","O","communication"
"563","Asynchronous","JJ","B-NP","O","O","asynchronous"
"563","communication","NN","I-NP","O","O","communication"
"564","Asynchronous","JJ","B-NP","O","O","asynchronous"
"564","transfer","NN","I-NP","O","O","transfer"
"564","mode","NN","I-NP","O","O","mode"
"565","Data","NN","B-NP","O","O","data"
"565","buses","NNS","I-NP","O","O","bus"
"566","Data","JJ","B-NP","O","O","data"
"566","transfer","NN","I-NP","O","O","transfer"
"567","Telecommunication","NN","B-NP","O","O","telecommunication"
"567","buffers","NNS","I-NP","O","O","buffer"
"568","Telemetry","NN","B-NP","O","O","telemetry"
"569","Teleprinting","NN","B-NP","O","O","teleprinting"
"570","Visible","JJ","B-NP","O","O","visible"
"570","light","NN","I-NP","O","O","light"
"570","communication","NN","I-NP","O","O","communication"
"571","Device-to-device","NNP","B-NP","O","O","device-to-device"
"571","communication","NN","I-NP","O","O","communication"
"572","Digital","NNP","B-NP","O","O","digital"
"572","communication","NN","I-NP","O","O","communication"
"573","Baseband","CC","O","O","O","baseband"
"574","DICOM","NNP","B-NP","O","O","dicom"
"575","Digital","NNP","B-NP","O","O","digital"
"575","audio","JJ","I-NP","O","O","audio"
"575","broadcasting","NN","I-NP","O","O","broadcasting"
"576","Digital","NNP","B-NP","O","O","digital"
"576","images","NNS","I-NP","O","O","image"
"577","Digital","NNP","B-NP","O","O","digital"
"577","multimedia","NNS","I-NP","O","O","multimedium"
"577","broadcasting","NN","I-NP","O","O","broadcasting"
"578","Digital","NNP","B-NP","O","O","digital"
"578","video","NN","I-NP","O","O","video"
"578","broadcasting","NN","I-NP","O","O","broadcasting"
"579","DSL","NNP","B-NP","O","O","dsl"
"580","ISDN","NNP","B-NP","O","O","isdn"
"581","Passband","NNP","B-NP","O","O","passband"
"582","Portable","JJ","B-NP","O","O","portable"
"582","media","NNS","I-NP","O","O","medium"
"582","players","NNS","I-NP","O","O","player"
"583","SONET","NNP","B-NP","O","O","sonet"
"584","Spread","VB","B-VP","O","VP-1","spread"
"584","spectrum","NN","B-NP","O","NP-OBJ-1","spectrum"
"584","communication","NN","I-NP","O","NP-OBJ-1","communication"
"585","Facsimile","NN","B-NP","O","O","facsimile"
"586","FDDI","NNP","B-NP","O","O","fddi"
"587","Indoor","JJ","B-NP","O","O","indoor"
"587","communication","NN","I-NP","O","O","communication"
"588","Indoor","JJ","B-NP","O","O","indoor"
"588","environments","NNS","I-NP","O","O","environment"
"589","Internet","NN","B-NP","O","O","internet"
"590","Crowdsourcing","VBG","B-VP","O","O","crowdsource"
"591","Instant","JJ","B-NP","O","O","instant"
"591","messaging","NN","I-NP","O","O","messaging"
"592","Internet","NNP","B-NP","O","O","internet"
"592","of","IN","B-PP","B-PNP","O","of"
"592","Things","NNS","B-NP","I-PNP","O","thing"
"593","Internet","NNP","B-NP","O","O","internet"
"593","telephony","NN","I-NP","O","O","telephony"
"594","Internet","NNP","B-NP","O","O","internet"
"594","topology","NN","I-NP","O","O","topology"
"595","Middleboxes","NNS","B-NP","O","O","middlebox"
"601","Semantic","JJ","B-NP","O","O","semantic"
"601","Web","NNP","I-NP","O","O","web"
"602","Social","NNP","B-NP","O","NP-SBJ-1","social"
"602","computing","VBG","B-VP","O","VP-1","compute"
"603","Web","NNP","B-NP","O","O","web"
"603","2.0","CD","O","O","O","2.0"
"604","Web","NNP","B-NP","O","O","web"
"604","services","NNS","I-NP","O","O","service"
"605","IP","NN","B-NP","O","O","ip"
"605","networks","NNS","I-NP","O","O","network"
"606","TCPIP","NNP","B-NP","O","O","tcpip"
"607","ISDN","NNP","B-NP","O","O","isdn"
"608","B-ISDN","NNP","B-NP","O","O","b-isdn"
"609","Local","JJ","B-NP","O","O","local"
"609","area","NN","I-NP","O","O","area"
"609","networks","NNS","I-NP","O","O","network"
"610","Wireless","NNP","B-NP","O","O","wireless"
"610","LAN","NNP","I-NP","O","O","lan"
"611","Machine-to-machine","NN","B-NP","O","O","machine-to-machine"
"611","communications","NNS","I-NP","O","O","communication"
"612","Metropolitan","NNP","B-NP","O","O","metropolitan"
"612","area","NN","I-NP","O","O","area"
"612","networks","NNS","I-NP","O","O","network"
"613","Microwave","NNP","B-NP","O","O","microwave"
"613","communication","NN","I-NP","O","O","communication"
"614","Rectennas","NNP","B-NP","O","O","rectennas"
"616","Military","JJ","B-NP","O","O","military"
"616","communication","NN","I-NP","O","O","communication"
"617","Reconnaissance","NN","B-NP","O","O","reconnaissance"
"618","Millimeter","NN","B-NP","O","O","millimeter"
"618","wave","NN","I-NP","O","O","wave"
"618","communication","NN","I-NP","O","O","communication"
"619","MIMO","NNP","B-NP","O","O","mimo"
"621","Rician","JJ","B-NP","O","O","rician"
"621","channels","NNS","I-NP","O","O","channel"
"622","MISO","NN","B-NP","O","O","miso"
"623","Mobile","NNP","B-NP","O","O","mobile"
"623","communication","NN","I-NP","O","O","communication"
"624","3G","CD","B-NP","O","O","3g"
"624","mobile","JJ","I-NP","O","O","mobile"
"624","communication","NN","I-NP","O","O","communication"
"625","4G","CD","B-NP","O","O","4g"
"625","mobile","JJ","I-NP","O","O","mobile"
"625","communication","NN","I-NP","O","O","communication"
"626","5G","CD","B-NP","O","O","5g"
"626","mobile","JJ","I-NP","O","O","mobile"
"626","communication","NN","I-NP","O","O","communication"
"627","Ambient","JJ","B-NP","O","O","ambient"
"627","networks","NNS","I-NP","O","O","network"
"628","Dual","JJ","B-NP","O","O","dual"
"628","band","NN","I-NP","O","O","band"
"630","Land","CC","O","O","O","land"
"630","mobile","JJ","B-NP","O","O","mobile"
"630","radio","NN","I-NP","O","O","radio"
"631","Mobile","NNP","B-NP","O","NP-SBJ-1","mobile"
"631","learning","VBG","B-VP","O","VP-1","learn"
"632","Mobile","NNP","B-NP","O","O","mobile"
"632","nodes","NNS","I-NP","O","O","node"
"633","Mobile","NNP","B-NP","O","O","mobile"
"633","radio","NN","I-NP","O","O","radio"
"633","mobility","NN","I-NP","O","O","mobility"
"633","management","NN","I-NP","O","O","management"
"634","Software","NNP","B-NP","O","O","software"
"634","radio","NN","I-NP","O","O","radio"
"635","Molecular","NNP","B-NP","O","O","molecular"
"635","communication","NN","I-NP","O","O","communication"
"636","Multiaccess","NNP","B-NP","O","O","multiaccess"
"636","communication","NN","I-NP","O","O","communication"
"637","Direct-sequence","IN","B-PP","B-PNP","O","direct-sequence"
"637","code-division","NN","B-NP","I-PNP","O","code-division"
"637","multiple","JJ","I-NP","I-PNP","O","multiple"
"637","access","NN","I-NP","I-PNP","O","access"
"639","Frequency","NNP","B-NP","O","O","frequency"
"639","division","NN","I-NP","O","O","division"
"639","multiaccess","NN","I-NP","O","O","multiaccess"
"640","Multicarrier","JJR","B-NP","O","O","multicarrier"
"640","code","NN","I-NP","O","O","code"
"640","division","NN","I-NP","O","O","division"
"640","multiple","JJ","B-NP","O","O","multiple"
"640","access","NN","I-NP","O","O","access"
"641","Subscriber","NN","B-NP","O","O","subscriber"
"641","loops","NNS","I-NP","O","O","loop"
"643","Time","NN","B-NP","O","O","time"
"643","division","NN","I-NP","O","O","division"
"643","multiple","JJ","I-NP","O","O","multiple"
"643","access","NN","I-NP","O","O","access"
"644","Time","NN","B-NP","O","O","time"
"644","division","NN","I-NP","O","O","division"
"644","synchronous","JJ","I-NP","O","O","synchronous"
"644","code","NN","I-NP","O","O","code"
"644","division","NN","I-NP","O","O","division"
"644","multiple","JJ","B-NP","O","O","multiple"
"644","access","NN","I-NP","O","O","access"
"645","Multicast","JJ","B-NP","O","O","multicast"
"645","communication","NN","I-NP","O","O","communication"
"646","Multicast","JJ","B-NP","O","O","multicast"
"646","VPN","NNP","I-NP","O","O","vpn"
"648","Multimedia","NNP","B-NP","O","O","multimedia"
"648","communication","NN","I-NP","O","O","communication"
"649","Narrowband","CC","O","O","O","narrowband"
"651","NOMA","NNP","B-NP","O","O","noma"
"652","Optical","NNP","B-NP","O","O","optical"
"652","fiber","NN","I-NP","O","O","fiber"
"652","communication","NN","I-NP","O","O","communication"
"653","FDDI","NNP","B-NP","O","O","fddi"
"654","Free-space","NNP","B-NP","O","O","free-space"
"654","optical","JJ","I-NP","O","O","optical"
"654","communication","NN","I-NP","O","O","communication"
"655","Optical","NNP","B-NP","O","NP-SBJ-1","optical"
"655","buffering","VBG","B-VP","O","VP-1","buffer"
"656","Optical","NNP","B-NP","O","O","optical"
"656","fiber","NN","I-NP","O","O","fiber"
"656","networks","NNS","I-NP","O","O","network"
"657","Optical","NNP","B-NP","O","O","optical"
"657","fiber","NN","I-NP","O","O","fiber"
"657","subscriber","NN","I-NP","O","O","subscriber"
"657","loops","NNS","I-NP","O","O","loop"
"658","Optical","NNP","B-NP","O","O","optical"
"658","interconnections","NNS","I-NP","O","O","interconnection"
"659","Optical","NNP","B-NP","O","O","optical"
"659","packet","NN","I-NP","O","O","packet"
"659","switching","NN","I-NP","O","O","switching"
"660","Optical","NNP","B-NP","O","O","optical"
"660","wavelength","NN","I-NP","O","O","wavelength"
"660","conversion","NN","I-NP","O","O","conversion"
"661","Scheduling","NN","B-NP","O","O","scheduling"
"661","algorithms","NN","I-NP","O","O","algorithms"
"662","SONET","NNP","B-NP","O","O","sonet"
"663","Visible","JJ","B-NP","O","O","visible"
"663","light","NN","I-NP","O","O","light"
"663","communication","NN","I-NP","O","O","communication"
"664","Personal","JJ","B-NP","O","O","personal"
"664","communication","NN","I-NP","O","O","communication"
"664","networks","NNS","I-NP","O","O","network"
"665","Protocols","NNS","B-NP","O","O","protocol"
"666","Access","NN","B-NP","O","O","access"
"666","protocols","NNS","I-NP","O","O","protocol"
"667","Asynchronous","JJ","B-NP","O","O","asynchronous"
"667","transfer","NN","I-NP","O","O","transfer"
"667","mode","NN","I-NP","O","O","mode"
"668","Cryptographic","JJ","B-NP","O","O","cryptographic"
"668","protocols","NNS","I-NP","O","O","protocol"
"669","Master-slave","NNP","B-NP","O","O","master-slave"
"670","Multicast","JJ","B-NP","O","O","multicast"
"670","protocols","NNS","I-NP","O","O","protocol"
"671","Multiprotocol","NNP","B-NP","O","O","multiprotocol"
"671","label","NN","I-NP","O","O","label"
"671","switching","NN","I-NP","O","O","switching"
"672","Routing","VBG","B-VP","O","VP-1","rout"
"672","protocols","NNS","B-NP","O","NP-OBJ-1","protocol"
"673","Transport","NNP","B-NP","O","O","transport"
"673","protocols","NNS","I-NP","O","O","protocol"
"674","Wireless","NNP","B-NP","O","O","wireless"
"674","application","NN","I-NP","O","O","application"
"674","protocol","NN","I-NP","O","O","protocol"
"675","Quality","NNP","B-NP","O","O","quality"
"675","of","IN","B-PP","B-PNP","O","of"
"675","service","NN","B-NP","I-PNP","O","service"
"676","Admission","NN","B-NP","O","O","admission"
"676","control","NN","I-NP","O","O","control"
"677","Radio","NNP","B-NP","O","O","radio"
"677","communication","NN","I-NP","O","O","communication"
"678","Baseband","CC","O","O","O","baseband"
"679","Bluetooth","CC","O","O","O","bluetooth"
"680","Indoor","JJ","B-NP","O","O","indoor"
"680","radio","NN","I-NP","O","O","radio"
"680","communication","NN","I-NP","O","O","communication"
"681","Land","CC","O","O","O","land"
"681","mobile","JJ","B-NP","O","O","mobile"
"681","radio","NN","I-NP","O","O","radio"
"682","Near","IN","B-PP","B-PNP","O","near"
"682","field","NN","B-NP","I-PNP","O","field"
"682","communication","NN","I-NP","I-PNP","O","communication"
"683","Packet","NN","B-NP","O","O","packet"
"683","radio","NN","I-NP","O","O","radio"
"683","networks","NNS","I-NP","O","O","network"
"684","Passband","NNP","B-NP","O","O","passband"
"685","Personal","JJ","B-NP","O","O","personal"
"685","area","NN","I-NP","O","O","area"
"685","networks","NNS","I-NP","O","O","network"
"686","Radio","NNP","B-NP","O","O","radio"
"686","broadcasting","NN","I-NP","O","O","broadcasting"
"687","Radio","NNP","B-NP","O","O","radio"
"687","communication","NN","I-NP","O","O","communication"
"687","countermeasures","NNS","I-NP","O","O","countermeasure"
"688","Radio","NNP","B-NP","O","O","radio"
"688","frequency","NN","I-NP","O","O","frequency"
"689","Radio","NNP","B-NP","O","O","radio"
"689","link","NN","I-NP","O","O","link"
"690","Radio","NNP","B-NP","O","O","radio"
"690","spectrum","NN","I-NP","O","O","spectrum"
"690","management","NN","I-NP","O","O","management"
"691","Satellite","NNP","B-NP","O","O","satellite"
"691","communication","NN","I-NP","O","O","communication"
"692","Satellite","NNP","B-NP","O","O","satellite"
"692","ground","NN","I-NP","O","O","ground"
"692","stations","NNS","I-NP","O","O","station"
"693","Software","NNP","B-NP","O","O","software"
"693","radio","NN","I-NP","O","O","radio"
"694","ZigBee","NNP","B-NP","O","O","zigbee"
"695","Regional","JJ","B-NP","O","O","regional"
"695","area","NN","I-NP","O","O","area"
"695","networks","NNS","I-NP","O","O","network"
"696","WRAN","NNP","B-NP","O","O","wran"
"702","Routing","VBG","B-VP","O","O","rout"
"703","Wavelength","NN","B-NP","O","NP-SBJ-1","wavelength"
"703","routing","VBG","B-VP","O","VP-1","rout"
"704","Satellite","NNP","B-NP","O","O","satellite"
"704","communication","NN","I-NP","O","O","communication"
"705","Downlink","NN","B-NP","O","O","downlink"
"706","Satellite","NNP","B-NP","O","O","satellite"
"706","broadcasting","NN","I-NP","O","O","broadcasting"
"707","Satellite","NNP","B-NP","O","O","satellite"
"707","ground","NN","I-NP","O","O","ground"
"707","stations","NNS","I-NP","O","O","station"
"708","Uplink","NNP","B-NP","O","O","uplink"
"709","Satellite","NNP","B-NP","O","O","satellite"
"709","ground","NN","I-NP","O","O","ground"
"709","stations","NNS","I-NP","O","O","station"
"710","SIMO","NNP","B-NP","O","O","simo"
"711","SISO","NNP","B-NP","O","O","siso"
"712","Spatial","JJ","B-NP","O","O","spatial"
"712","diversity","NN","I-NP","O","O","diversity"
"713","Submillimeter","NNP","B-NP","O","O","submillimeter"
"713","wave","NN","I-NP","O","O","wave"
"713","communication","NN","I-NP","O","O","communication"
"714","Subscriber","NN","B-NP","O","O","subscriber"
"714","loops","NNS","I-NP","O","O","loop"
"715","Switching","VBG","B-VP","O","VP-1","switch"
"715","systems","NNS","B-NP","O","NP-OBJ-1","system"
"716","Electronic","JJ","B-NP","O","O","electronic"
"716","switching","NN","I-NP","O","O","switching"
"716","systems","NNS","I-NP","O","O","system"
"717","Switching","VBG","B-VP","O","VP-1","switch"
"717","frequency","NN","B-NP","O","NP-OBJ-1","frequency"
"718","Switching","VBG","B-VP","O","VP-1","switch"
"718","loss","NN","B-NP","O","NP-OBJ-1","loss"
"719","Telecommunication","NN","B-NP","O","O","telecommunication"
"719","switching","NN","I-NP","O","O","switching"
"720","Synchronous","JJ","B-NP","O","O","synchronous"
"720","digital","JJ","I-NP","O","O","digital"
"720","hierarchy","NN","I-NP","O","O","hierarchy"
"721","Telecommunications","NNS","B-NP","O","O","telecommunication"
"722","Ambient","JJ","B-NP","O","O","ambient"
"722","intelligence","NN","I-NP","O","O","intelligence"
"723","Feedback","NN","B-NP","O","O","feedback"
"723","communications","NNS","I-NP","O","O","communication"
"724","IP","NN","B-NP","O","O","ip"
"724","networks","NNS","I-NP","O","O","network"
"725","Radio","NNP","B-NP","O","O","radio"
"725","access","NN","I-NP","O","O","access"
"725","networks","NNS","I-NP","O","O","network"
"726","Railway","NNP","B-NP","O","O","railway"
"726","communication","NN","I-NP","O","O","communication"
"727","Space","NNP","B-NP","O","O","space"
"727","communications","NNS","I-NP","O","O","communication"
"728","Telecommunication","NN","B-NP","O","NP-SBJ-1","telecommunication"
"728","computing","VBG","B-VP","O","VP-1","compute"
"729","Telecommunication","NN","B-NP","O","O","telecommunication"
"729","network","NN","I-NP","O","O","network"
"729","topology","NN","I-NP","O","O","topology"
"730","Telecommunication","NN","B-NP","O","O","telecommunication"
"730","services","NNS","I-NP","O","O","service"
"731","Telematics","NNS","B-NP","O","O","telematic"
"732","Teleconferencing","VBG","B-VP","O","O","teleconference"
"733","Telegraphy","NN","B-NP","O","O","telegraphy"
"734","Telephony","NNP","B-NP","O","O","telephony"
"735","Teleprinting","NN","B-NP","O","O","teleprinting"
"736","Teletext","IN","B-PP","O","O","teletext"
"737","Token","JJ","B-NP","O","O","token"
"737","networks","NNS","I-NP","O","O","network"
"738","UHF","NNP","B-NP","O","O","uhf"
"738","communication","NN","I-NP","O","O","communication"
"739","Underwater","NNP","B-NP","O","O","underwater"
"739","communication","NN","I-NP","O","O","communication"
"740","Videophone","JJ","B-NP","O","O","videophone"
"740","systems","NNS","I-NP","O","O","system"
"741","Videotex","NN","B-NP","O","O","videotex"
"742","Visual","JJ","B-NP","O","O","visual"
"742","communication","NN","I-NP","O","O","communication"
"743","Wide","NNP","B-NP","O","O","wide"
"743","area","NN","I-NP","O","O","area"
"743","networks","NNS","I-NP","O","O","network"
"744","Wideband","CC","O","O","O","wideband"
"745","Wireless","NNP","B-NP","O","O","wireless"
"745","communication","NN","I-NP","O","O","communication"
"746","Cognitive","JJ","B-NP","O","O","cognitive"
"746","radio","NN","I-NP","O","O","radio"
"747","Cooperative","NNP","B-NP","O","O","cooperative"
"747","communication","NN","I-NP","O","O","communication"
"748","GSM","NNP","B-NP","O","O","gsm"
"750","Open","JJ","B-NP","O","O","open"
"750","wireless","JJ","I-NP","O","O","wireless"
"750","architecture","NN","I-NP","O","O","architecture"
"751","Roaming","VBG","B-VP","O","O","roam"
"752","Smart","NNP","B-NP","O","O","smart"
"752","devices","NNS","I-NP","O","O","device"
"753","Spatial","JJ","B-NP","O","O","spatial"
"753","diversity","NN","I-NP","O","O","diversity"
"754","WiMAX","NNP","B-NP","O","O","wimax"
"756","Wireless","NNP","B-NP","O","O","wireless"
"756","application","NN","I-NP","O","O","application"
"756","protocol","NN","I-NP","O","O","protocol"
"757","Wireless","NNP","B-NP","O","O","wireless"
"757","networks","NNS","I-NP","O","O","network"
"758","WRAN","NNP","B-NP","O","O","wran"
"759","Wireless","NNP","B-NP","O","O","wireless"
"759","mesh","JJ","I-NP","O","O","mesh"
"759","networks","NNS","I-NP","O","O","network"
"760","Wireless","NNP","B-NP","O","O","wireless"
"760","sensor","NN","I-NP","O","O","sensor"
"760","networks","NNS","I-NP","O","O","network"
"761","Body","NN","B-NP","O","O","body"
"761","sensor","NN","I-NP","O","O","sensor"
"761","networks","NNS","I-NP","O","O","network"
"762","Event","NN","B-NP","O","O","event"
"762","detection","NN","I-NP","O","O","detection"
"764","Couplers","NNS","B-NP","O","O","coupler"
"765","Directional","JJ","B-NP","O","O","directional"
"765","couplers","NNS","I-NP","O","O","coupler"
"766","High-speed","JJ","B-NP","O","O","high-speed"
"766","electronics","NNS","I-NP","O","O","electronic"
"767","High-speed","JJ","B-NP","O","O","high-speed"
"767","integrated","NN","I-NP","O","O","integrated"
"767","circuits","NNS","I-NP","O","O","circuit"
"768","High-speed","JJ","B-NP","O","O","high-speed"
"768","networks","NNS","I-NP","O","O","network"
"769","Ultrafast","JJ","B-NP","O","O","ultrafast"
"769","electronics","NN","I-NP","O","O","electronics"
"770","Image","NN","B-NP","O","O","image"
"770","communication","NN","I-NP","O","O","communication"
"771","Facsimile","NN","B-NP","O","O","facsimile"
"772","Picture","NN","B-NP","O","O","picture"
"772","archiving","NN","I-NP","O","O","archiving"
"772","and","CC","I-NP","O","O","and"
"772","communication","NN","I-NP","O","O","communication"
"772","systems","NNS","I-NP","O","O","system"
"773","Information","NN","B-NP","O","O","information"
"773","and","CC","I-NP","O","O","and"
"773","communication","NN","I-NP","O","O","communication"
"773","technology","NN","I-NP","O","O","technology"
"774","Ambient","NN","B-NP","O","NP-SBJ-1","ambient"
"774","assisted","VBN","B-VP","O","VP-1","assist"
"774","living","VBG","I-VP","O","VP-1","live"
"775","Message","NN","B-NP","O","O","message"
"775","systems","NNS","I-NP","O","O","system"
"776","Electronic","JJ","B-NP","O","O","electronic"
"776","mail","NN","I-NP","O","O","mail"
"777","Unified","NNP","B-NP","O","O","unified"
"777","messaging","NN","I-NP","O","O","messaging"
"778","Unsolicited","JJ","B-NP","O","O","unsolicited"
"778","electronic","JJ","I-NP","O","O","electronic"
"778","mail","NN","I-NP","O","O","mail"
"779","Electronic","JJ","B-NP","O","O","electronic"
"779","messaging","NN","I-NP","O","O","messaging"
"780","Instant","JJ","B-NP","O","O","instant"
"780","messaging","NN","I-NP","O","O","messaging"
"781","Unified","NNP","B-NP","O","O","unified"
"781","messaging","NN","I-NP","O","O","messaging"
"782","Postal","NNP","B-NP","O","O","postal"
"782","services","NNS","I-NP","O","O","service"
"783","Publish","VB","B-VP","O","VP-1","publish"
"783","subscribe","JJ","B-NP","O","NP-OBJ-1","subscribe"
"783","systems","NNS","I-NP","O","NP-OBJ-1","system"
"784","Voice","NNP","B-NP","O","O","voice"
"784","mail","NN","I-NP","O","O","mail"
"785","Modulation","NN","B-NP","O","O","modulation"
"786","Amplitude","NN","B-NP","O","O","amplitude"
"786","modulation","NN","I-NP","O","O","modulation"
"787","Amplitude","NN","B-NP","O","NP-SBJ-1","amplitude"
"787","shift","NN","I-NP","O","NP-SBJ-1","shift"
"787","keying","VBG","B-VP","O","VP-1","key"
"788","Quadrature","JJ","B-NP","O","O","quadrature"
"788","amplitude","NN","I-NP","O","O","amplitude"
"788","modulation","NN","I-NP","O","O","modulation"
"789","Chirp","NNP","B-NP","O","O","chirp"
"789","modulation","NN","I-NP","O","O","modulation"
"790","Demodulation","NN","B-NP","O","O","demodulation"
"791","Digital","NNP","B-NP","O","O","digital"
"791","modulation","NN","I-NP","O","O","modulation"
"792","Constellation","NNP","B-NP","O","O","constellation"
"792","diagram","NN","I-NP","O","O","diagram"
"793","Partial","JJ","B-NP","O","NP-SBJ-1","partial"
"793","response","NN","I-NP","O","NP-SBJ-1","response"
"793","signaling","VBG","B-VP","O","VP-1","signale"
"794","Frequency","NNP","B-NP","O","O","frequency"
"794","modulation","NN","I-NP","O","O","modulation"
"795","Frequency","NNP","B-NP","O","NP-SBJ-1","frequency"
"795","shift","VB","B-VP","O","VP-1","shift"
"795","keying","VBG","I-VP","O","VP-1","key"
"796","Magnetic","JJ","B-NP","O","O","magnetic"
"796","modulators","NNS","I-NP","O","O","modulator"
"797","Modulation","NN","B-NP","O","O","modulation"
"797","coding","NN","I-NP","O","O","coding"
"803","Interleaved","JJ","B-NP","O","O","interleaved"
"803","codes","NNS","I-NP","O","O","code"
"804","Optical","NNP","B-NP","O","O","optical"
"804","modulation","NN","I-NP","O","O","modulation"
"805","Electrooptic","JJ","B-NP","O","O","electrooptic"
"805","modulators","NNS","I-NP","O","O","modulator"
"806","Intensity","NN","B-NP","O","O","intensity"
"806","modulation","NN","I-NP","O","O","modulation"
"807","Phase","NN","B-NP","O","O","phase"
"807","modulation","NN","I-NP","O","O","modulation"
"808","Continuous","JJ","B-NP","O","O","continuous"
"808","phase","NN","I-NP","O","O","phase"
"808","modulation","NN","I-NP","O","O","modulation"
"809","Differential","JJ","B-NP","O","NP-SBJ-1","differential"
"809","phase","NN","I-NP","O","NP-SBJ-1","phase"
"809","shift","NN","I-NP","O","NP-SBJ-1","shift"
"809","keying","VBG","B-VP","O","VP-1","key"
"810","Phase","NN","B-NP","O","NP-SBJ-1","phase"
"810","shift","NN","I-NP","O","NP-SBJ-1","shift"
"810","keying","VBG","B-VP","O","VP-1","key"
"812","Pulse","NN","B-NP","O","O","pulse"
"812","modulation","NN","I-NP","O","O","modulation"
"813","Pulse","NN","B-NP","O","O","pulse"
"813","width","NN","I-NP","O","O","width"
"813","modulation","NN","I-NP","O","O","modulation"
"814","Pulse","NN","B-NP","O","O","pulse"
"814","width","NN","I-NP","O","O","width"
"814","modulation","NN","I-NP","O","O","modulation"
"814","inverters","NNS","I-NP","O","O","inverter"
"815","Space","NNP","B-NP","O","O","space"
"815","vector","NN","I-NP","O","O","vector"
"815","pulse","NN","I-NP","O","O","pulse"
"815","width","NN","I-NP","O","O","width"
"815","modulation","NN","I-NP","O","O","modulation"
"816","Multiplexing","NN","B-NP","O","O","multiplexing"
"817","Code","NNP","B-NP","O","O","code"
"817","division","NN","I-NP","O","O","division"
"817","multiplexing","NN","I-NP","O","O","multiplexing"
"818","Demultiplexing","JJ","B-ADJP","O","O","demultiplexing"
"819","Frequency","NNP","B-NP","O","O","frequency"
"819","division","NN","I-NP","O","O","division"
"819","multiplexing","NN","I-NP","O","O","multiplexing"
"820","Multiplexing","NN","B-NP","O","O","multiplexing"
"820","equipment","NN","I-NP","O","O","equipment"
"821","Add-drop","NN","B-NP","O","O","add-drop"
"821","multiplexers","NNS","I-NP","O","O","multiplexer"
"822","OFDM","NNP","B-NP","O","O","ofdm"
"823","Multiple","NNP","B-NP","O","O","multiple"
"823","access","NN","I-NP","O","O","access"
"823","interference","NN","I-NP","O","O","interference"
"824","OFDM","JJ","B-NP","O","O","ofdm"
"824","modulation","NN","I-NP","O","O","modulation"
"825","Partial","JJ","B-ADJP","O","O","partial"
"825","transmit","VB","B-VP","O","VP-1","transmit"
"825","sequences","NNS","B-NP","O","NP-OBJ-1","sequence"
"826","Peak","NNP","B-NP","O","O","peak"
"826","to","TO","O","O","O","to"
"826","average","JJ","B-NP","O","O","average"
"826","power","NN","I-NP","O","O","power"
"826","ratio","NN","I-NP","O","O","ratio"
"827","Time","NN","B-NP","O","O","time"
"827","division","NN","I-NP","O","O","division"
"827","multiplexing","NN","I-NP","O","O","multiplexing"
"828","Wavelength","NN","B-NP","O","O","wavelength"
"828","division","NN","I-NP","O","O","division"
"828","multiplexing","NN","I-NP","O","O","multiplexing"
"829","WDM","JJ","B-NP","O","O","wdm"
"829","networks","NNS","I-NP","O","O","network"
"830","Network","NNP","B-NP","O","O","network"
"830","topology","NN","I-NP","O","O","topology"
"831","Complex","NNP","B-NP","O","O","complex"
"831","networks","NNS","I-NP","O","O","network"
"832","Computer","NNP","B-NP","O","O","computer"
"832","network","NN","I-NP","O","O","network"
"832","reliability","NN","I-NP","O","O","reliability"
"833","Network","NNP","B-NP","O","O","network"
"833","architecture","NN","I-NP","O","O","architecture"
"834","Network","NNP","B-NP","O","O","network"
"834","function","NN","I-NP","O","O","function"
"834","virtualization","NN","I-NP","O","O","virtualization"
"835","Presence","NNP","B-NP","O","O","presence"
"835","network","NN","I-NP","O","O","network"
"835","agents","NNS","I-NP","O","O","agent"
"836","TV","NN","B-NP","O","O","tv"
"837","Cable","NNP","B-NP","O","O","cable"
"837","TV","NN","I-NP","O","O","tv"
"838","Digital","NNP","B-NP","O","O","digital"
"838","TV","NNP","I-NP","O","O","tv"
"839","Analog","NNP","B-NP","O","O","analog"
"839","TV","NN","I-NP","O","O","tv"
"840","HDTV","NNP","B-NP","O","O","hdtv"
"841","IPTV","NNP","B-NP","O","O","iptv"
"842","Mobile","NNP","B-NP","O","O","mobile"
"842","TV","NN","I-NP","O","O","tv"
"843","Three-dimensional","JJ","B-NP","O","O","three-dimensional"
"843","television","NN","I-NP","O","O","television"
"844","Web","NNP","B-NP","O","O","web"
"844","TV","NN","I-NP","O","O","tv"
"845","UHF","NNP","B-NP","O","O","uhf"
"845","technology","NN","I-NP","O","O","technology"
"846","UHF","JJ","B-NP","O","O","uhf"
"846","antennas","NNS","I-NP","O","O","antenna"
"847","UHF","JJ","B-NP","O","O","uhf"
"847","circuits","NNS","I-NP","O","O","circuit"
"848","UHF","NNP","B-NP","O","O","uhf"
"848","integrated","JJ","I-NP","O","O","integrated"
