"id_concept","word","pos","chunk","pnp","rol","lemma"
"3123","metal","NN","I-NP","O","O","metal"
"3123","processing","NN","I-NP","O","O","processing"
"3124","Thermoforming","VBG","B-VP","O","O","thermoform"
"3125","Three-dimensional","JJ","B-NP","O","O","three-dimensional"
"3125","printing","NN","I-NP","O","O","printing"
"3126","Mass","NNP","B-NP","O","O","mass"
"3126","customization","NN","I-NP","O","O","customization"
"3127","Tolerance","NN","B-NP","O","O","tolerance"
"3127","analysis","NN","I-NP","O","O","analysis"
"3128","Packaging","NNP","B-NP","O","O","packaging"
"3130","Bagging","VBG","B-VP","O","O","bag"
"3131","Bottling","NNP","B-NP","O","O","bottling"
"3132","Canning","NNP","B-NP","O","O","canning"
"3133","Encapsulation","NN","B-NP","O","O","encapsulation"
"3134","Food","NNP","B-NP","O","O","food"
"3134","packaging","NN","I-NP","O","O","packaging"
"3135","Labeling","VBG","B-VP","O","O","labele"
"3136","Multichip","JJ","B-NP","O","O","multichip"
"3136","modules","NNS","I-NP","O","O","module"
"3137","Plastic","JJ","B-NP","O","O","plastic"
"3137","packaging","NN","I-NP","O","O","packaging"
"3138","Wrapping","VBG","B-VP","O","O","wrapped"
"3139","Paper","JJ","B-NP","O","O","paper"
"3139","technology","NN","I-NP","O","O","technology"
"3140","Production","NN","B-NP","O","O","production"
"3142","Ball","NNP","B-NP","O","NP-SBJ-1","ball"
"3142","milling","VBG","B-VP","O","VP-1","mill"
"3143","Compression","NN","B-NP","O","O","compression"
"3143","molding","NN","I-NP","O","O","molding"
"3144","Embossing","NN","B-NP","O","O","embossing"
"3145","Food","NNP","B-NP","O","O","food"
"3145","products","NNS","I-NP","O","O","product"
"3146","Dairy","NNP","B-NP","O","O","dairy"
"3146","products","NNS","I-NP","O","O","product"
"3147","Fats","NNP","B-NP","O","O","fats"
"3148","Sugar","NNP","B-NP","O","O","sugar"
"3149","Group","NNP","B-NP","O","O","group"
"3149","technology","NN","I-NP","O","O","technology"
"3150","Injection","NNP","B-NP","O","O","injection"
"3150","molding","NN","I-NP","O","O","molding"
"3151","Materials","NNS","B-NP","O","NP-SBJ-1","material"
"3151","processing","VBG","B-VP","O","VP-1","process"
"3152","Annealing","VBG","B-VP","O","O","anneal"
"3153","Bleaching","VBG","B-VP","O","O","bleach"
"3154","Casting","VBG","B-VP","O","O","cast"
"3155","Coatings","NNP","B-NP","O","O","coatings"
"3156","Curing","VBG","B-VP","O","O","cure"
"3157","Etching","NN","B-NP","O","O","etching"
"3158","Heat","NN","B-NP","O","O","heat"
"3158","treatment","NN","I-NP","O","O","treatment"
"3159","Joining","VBG","B-VP","O","VP-1","join"
"3159","processes","NNS","B-NP","O","NP-OBJ-1","process"
"3160","Lamination","JJ","B-ADJP","O","O","lamination"
"3161","Machining","NN","B-NP","O","O","machining"
"3162","Melt","VB","B-VP","O","O","melt"
"3162","processing","VBG","I-VP","O","O","process"
"3163","Plasma","NN","B-NP","O","NP-SBJ-1","plasma"
"3163","materials","NNS","I-NP","O","NP-SBJ-1","material"
"3163","processing","VBG","B-VP","O","VP-1","process"
"3164","Plating","VBG","B-VP","O","O","plate"
"3165","Pressing","VBG","B-VP","O","O","press"
"3166","Punching","VBG","B-VP","O","O","punch"
"3167","Refining","VBG","B-VP","O","O","refine"
"3169","Shearing","NNP","B-NP","O","O","shearing"
"3170","Smelting","NNP","B-NP","O","O","smelting"
"3171","Softening","VBG","B-VP","O","O","soften"
"3172","Swaging","VBG","B-VP","O","O","swage"
"3173","Mechanical","JJ","B-NP","O","O","mechanical"
"3173","products","NNS","I-NP","O","O","product"
"3174","Automotive","JJ","B-NP","O","O","automotive"
"3174","components","NNS","I-NP","O","O","component"
"3175","Axles","NNS","B-NP","O","O","axle"
"3177","Bellows","NNP","B-NP","O","O","bellows"
"3178","Blades","NNS","B-NP","O","O","blade"
"3179","Brakes","NNS","B-NP","O","O","brake"
"3180","Couplings","NNS","B-NP","O","O","coupling"
"3181","Fasteners","NNS","B-NP","O","O","fastener"
"3182","Flanges","NNS","B-NP","O","O","flange"
"3183","Gears","NNS","B-NP","O","O","gear"
"3184","Hoses","NNS","B-NP","O","O","hose"
"3185","Machine","NN","B-NP","O","O","machine"
"3185","components","NNS","I-NP","O","O","component"
"3186","Mechanical","JJ","B-NP","O","O","mechanical"
"3186","guides","NNS","I-NP","O","O","guide"
"3187","Needles","NNS","B-NP","O","O","needle"
"3188","Orifices","NNS","B-NP","O","O","orifice"
"3189","Pistons","NNS","B-NP","O","O","piston"
"3191","Seals","NNS","B-NP","O","O","seal"
"3192","Springs","NNS","B-NP","O","O","spring"
"3193","Steering","NN","B-NP","O","O","steering"
"3193","systems","NNS","I-NP","O","O","system"
"3194","Structural","JJ","B-NP","O","O","structural"
"3194","shapes","NNS","I-NP","O","O","shape"
"3195","Suspensions","NNS","B-NP","O","O","suspension"
"3196","Tires","NNS","B-NP","O","O","tire"
"3197","Vents","NNS","B-NP","O","O","vent"
"3198","Wheels","NNP","B-NP","O","O","wheels"
"3199","Process","NNP","B-NP","O","NP-SBJ-1","process"
"3199","planning","VBG","B-VP","O","VP-1","plan"
"3200","Business","NN","B-NP","O","O","business"
"3200","process","NN","I-NP","O","O","process"
"3200","integration","NN","I-NP","O","O","integration"
"3201","Business","NN","B-NP","O","O","business"
"3201","process","NN","I-NP","O","O","process"
"3201","management","NN","I-NP","O","O","management"
"3202","Cause","NNP","B-NP","O","O","cause"
"3202","effect","NN","I-NP","O","O","effect"
"3202","analysis","NN","I-NP","O","O","analysis"
"3203","Production","JJ","B-NP","O","O","production"
"3203","control","NN","I-NP","O","O","control"
"3204","Continuous","JJ","B-NP","O","O","continuous"
"3204","production","NN","I-NP","O","O","production"
"3205","Lot","NN","B-NP","O","O","lot"
"3205","sizing","NN","I-NP","O","O","sizing"
"3207","Optimized","JJ","B-NP","O","O","optimized"
"3207","production","NN","I-NP","O","O","production"
"3207","technology","NN","I-NP","O","O","technology"
"3208","Scheduling","NN","B-NP","O","O","scheduling"
"3209","Production","JJ","B-NP","O","O","production"
"3209","engineering","NN","I-NP","O","O","engineering"
"3210","Production","JJ","B-NP","O","O","production"
"3210","planning","NN","I-NP","O","O","planning"
"3211","Production","JJ","B-NP","O","O","production"
"3211","equipment","NN","I-NP","O","O","equipment"
"3212","Applicators","NNS","B-NP","O","O","applicator"
"3214","Clamps","NNS","B-NP","O","O","clamp"
"3215","Cutting","VBG","B-VP","O","VP-1","cut"
"3215","tools","NNS","B-NP","O","NP-OBJ-1","tool"
"3216","Fixtures","NNS","B-NP","O","O","fixture"
"3217","Machine","NN","B-NP","O","O","machine"
"3217","tools","NNS","I-NP","O","O","tool"
"3218","Mining","VBG","B-VP","O","VP-1","mine"
"3218","equipment","NN","B-NP","O","NP-OBJ-1","equipment"
"3219","Molding","NN","B-NP","O","O","molding"
"3219","equipment","NN","I-NP","O","O","equipment"
"3220","Packaging","NNP","B-NP","O","O","packaging"
"3220","machines","NNS","I-NP","O","O","machine"
"3226","Paper","NN","B-NP","O","NP-SBJ-1","paper"
"3226","making","VBG","B-VP","O","VP-1","make"
"3226","machines","NNS","B-NP","O","NP-OBJ-1","machine"
"3227","Polishing","VBG","B-VP","O","VP-1","polish"
"3227","machines","NNS","B-NP","O","NP-OBJ-1","machine"
"3228","Soldering","JJ","B-NP","O","O","soldering"
"3228","equipment","NN","I-NP","O","O","equipment"
"3229","Production","JJ","B-NP","O","O","production"
"3229","facilities","NNS","I-NP","O","O","facility"
"3230","Foundries","NNS","B-NP","O","O","foundry"
"3231","Greenhouses","NNS","B-NP","O","O","greenhouse"
"3232","Industrial","NNP","B-NP","O","O","industrial"
"3232","plants","NNS","I-NP","O","O","plant"
"3233","Machine","NN","B-NP","O","O","machine"
"3233","shops","NNS","I-NP","O","O","shop"
"3234","Paper","NN","B-NP","O","O","paper"
"3234","mills","NNS","I-NP","O","O","mill"
"3235","Production","JJ","B-NP","O","O","production"
"3235","management","NN","I-NP","O","O","management"
"3236","Control","NNP","B-NP","O","O","control"
"3236","charts","NNS","I-NP","O","O","chart"
"3237","Inventory","NN","B-NP","O","O","inventory"
"3237","management","NN","I-NP","O","O","management"
"3238","Lead","JJ","B-NP","O","O","lead"
"3238","time","NN","I-NP","O","O","time"
"3238","reduction","NN","I-NP","O","O","reduction"
"3239","Logistics","NNP","B-NP","O","O","logistics"
"3240","Process","NNP","B-NP","O","NP-SBJ-1","process"
"3240","planning","VBG","B-VP","O","VP-1","plan"
"3241","Production","JJ","B-NP","O","O","production"
"3241","planning","NN","I-NP","O","O","planning"
"3242","Production","JJ","B-NP","O","O","production"
"3242","materials","NNS","I-NP","O","O","material"
"3243","Abrasives","NNS","B-NP","O","O","abrasive"
"3244","Aerospace","NNP","B-NP","O","O","aerospace"
"3244","materials","NNS","I-NP","O","O","material"
"3245","Automotive","JJ","B-NP","O","O","automotive"
"3245","materials","NNS","I-NP","O","O","material"
"3246","Inhibitors","NNS","B-NP","O","O","inhibitor"
"3248","Ink","NN","B-NP","O","O","ink"
"3249","Joining","VBG","B-VP","O","VP-1","join"
"3249","materials","NNS","B-NP","O","NP-OBJ-1","material"
"3250","Lubricants","NNS","B-NP","O","O","lubricant"
"3251","Retardants","NNS","B-NP","O","O","retardant"
"3252","Production","JJ","B-NP","O","O","production"
"3252","systems","NNS","I-NP","O","O","system"
"3253","Assembly","NNP","B-NP","O","O","assembly"
"3253","systems","NNS","I-NP","O","O","system"
"3254","Exhaust","NN","B-NP","O","O","exhaust"
"3254","systems","NNS","I-NP","O","O","system"
"3255","Intelligent","NNP","B-NP","O","O","intelligent"
"3255","manufacturing","NN","I-NP","O","O","manufacturing"
"3255","systems","NNS","I-NP","O","O","system"
"3256","Lean","JJ","B-NP","O","O","lean"
"3256","production","NN","I-NP","O","O","production"
"3257","Manufacturing","NNP","B-NP","O","O","manufacturing"
"3257","systems","NNS","I-NP","O","O","system"
"3258","Steering","NN","B-NP","O","O","steering"
"3258","systems","NNS","I-NP","O","O","system"
"3259","Productivity","NN","B-NP","O","O","productivity"
"3260","Shafts","NNS","B-NP","O","O","shaft"
"3261","Camshafts","NNS","B-NP","O","O","camshaft"
"3262","Springs","NNS","B-NP","O","O","spring"
"3263","Suspensions","NNS","B-NP","O","O","suspension"
"3264","Shock","NN","B-NP","O","O","shock"
"3264","absorbers","NNS","I-NP","O","O","absorber"
"3265","Transfer","NN","B-NP","O","O","transfer"
"3265","molding","NN","I-NP","O","O","molding"
"3266","Safety","NN","B-NP","O","O","safety"
"3267","Aerospace","NNP","B-NP","O","O","aerospace"
"3267","safety","NN","I-NP","O","O","safety"
"3268","Air","NNP","B-NP","O","O","air"
"3268","safety","NN","I-NP","O","O","safety"
"3269","Domestic","JJ","B-NP","O","O","domestic"
"3269","safety","NN","I-NP","O","O","safety"
"3270","Emergency","NN","B-NP","O","O","emergency"
"3270","services","NNS","I-NP","O","O","service"
"3271","Explosion","NN","B-NP","O","O","explosion"
"3271","protection","NN","I-NP","O","O","protection"
"3272","Hazards","NNS","B-NP","O","O","hazard"
"3273","Biohazards","NNS","B-NP","O","O","biohazard"
"3274","Chemical","NNP","B-NP","O","O","chemical"
"3274","hazards","NNS","I-NP","O","O","hazard"
"3276","Explosions","NNS","B-NP","O","O","explosion"
"3277","Fires","NNP","B-NP","O","O","fires"
"3278","Flammability","NNP","B-NP","O","O","flammability"
"3279","Floods","NNS","B-NP","O","O","flood"
"3280","Hazardous","JJ","B-NP","O","O","hazardous"
"3280","areas","NNS","I-NP","O","O","area"
"3281","Hazardous","JJ","B-NP","O","O","hazardous"
"3281","materials","NNS","I-NP","O","O","material"
"3282","Toxicology","NNP","B-NP","O","O","toxicology"
"3283","Health","NNP","B-NP","O","O","health"
"3283","and","CC","I-NP","O","O","and"
"3283","safety","NN","I-NP","O","O","safety"
"3284","Occupational","JJ","B-NP","O","O","occupational"
"3284","health","NN","I-NP","O","O","health"
"3285","Occupational","JJ","B-NP","O","O","occupational"
"3285","safety","NN","I-NP","O","O","safety"
"3286","Marine","NNP","B-NP","O","O","marine"
"3286","safety","NN","I-NP","O","O","safety"
"3287","Product","NN","B-NP","O","O","product"
"3287","safety","NN","I-NP","O","O","safety"
"3288","Protection","NNP","B-NP","O","O","protection"
"3289","Explosion","NN","B-NP","O","O","explosion"
"3289","protection","NN","I-NP","O","O","protection"
"3290","Lightning","NN","B-NP","O","O","lightning"
"3290","protection","NN","I-NP","O","O","protection"
"3291","Radiation","NN","B-NP","O","O","radiation"
"3291","safety","NN","I-NP","O","O","safety"
"3292","Safety","NN","B-NP","O","O","safety"
"3292","devices","NNS","I-NP","O","O","device"
"3293","Eye","NNP","B-NP","O","O","eye"
"3293","protection","NN","I-NP","O","O","protection"
"3294","Protective","JJ","B-NP","O","O","protective"
"3294","clothing","NN","I-NP","O","O","clothing"
"3295","Safety","NN","B-NP","O","O","safety"
"3295","management","NN","I-NP","O","O","management"
"3296","Vehicle","NNP","B-NP","O","O","vehicle"
"3296","safety","NN","I-NP","O","O","safety"
"3297","Advanced","NNP","B-NP","O","O","advanced"
"3297","driver","NN","I-NP","O","O","driver"
"3297","assistance","NN","I-NP","O","O","assistance"
"3297","systems","NNS","I-NP","O","O","system"
"3299","Security","NNP","B-NP","O","O","security"
"3300","Access","NN","B-NP","O","O","access"
"3300","control","NN","I-NP","O","O","control"
"3301","Authorization","NN","B-NP","O","O","authorization"
"3302","Alarm","NNP","B-NP","O","O","alarm"
"3302","systems","NNS","I-NP","O","O","system"
"3303","Smoke","NNP","B-NP","O","O","smoke"
"3303","detectors","NNS","I-NP","O","O","detector"
"3304","Capability-based","JJ","B-NP","O","O","capability-based"
"3304","security","NN","I-NP","O","O","security"
"3305","Computer","NNP","B-NP","O","O","computer"
"3305","security","NN","I-NP","O","O","security"
"3306","Authentication","NNP","B-NP","O","O","authentication"
"3307","Computer","NNP","B-NP","O","O","computer"
"3307","crime","NN","I-NP","O","O","crime"
"3308","Computer","NNP","B-NP","O","O","computer"
"3308","hacking","JJ","B-ADJP","O","O","hacking"
"3309","Firewalls","NNP","B-NP","O","O","firewalls"
"3309","(","(","O","O","O","("
"3309","computing","VBG","B-VP","O","O","compute"
"3309",")",")","O","O","O",")"
"3310","Identity","NN","B-NP","O","O","identity"
"3310","management","NN","I-NP","O","O","management"
"3310","systems","NNS","I-NP","O","O","system"
"3311","Permission","NN","B-NP","O","O","permission"
"3312","Cryptography","NNP","B-NP","O","O","cryptography"
"3313","Ciphers","NNS","B-NP","O","O","cipher"
"3314","Encryption","NN","B-NP","O","O","encryption"
"3315","Public","NNP","B-NP","O","O","public"
"3315","key","NN","I-NP","O","O","key"
"3316","Quantum","NNP","B-NP","O","O","quantum"
"3316","cryptography","NN","I-NP","O","O","cryptography"
"3317","Random","NNP","B-NP","O","O","random"
"3317","number","NN","I-NP","O","O","number"
"3317","generation","NN","I-NP","O","O","generation"
"3318","Side-channel","NNP","B-NP","O","O","side-channel"
"3318","attacks","NNS","I-NP","O","O","attack"
"3319","Data","JJ","B-NP","O","O","data"
"3319","security","NN","I-NP","O","O","security"
"3320","Cryptography","NNP","B-NP","O","O","cryptography"
"3321","Message","NN","B-NP","O","O","message"
"3321","authentication","NN","I-NP","O","O","authentication"
"3322","Digital","NNP","B-NP","O","O","digital"
"3322","signatures","NNS","I-NP","O","O","signature"
"3323","Information","NN","B-NP","O","O","information"
"3323","security","NN","I-NP","O","O","security"
"3329","Intrusion","NN","B-NP","O","O","intrusion"
"3329","detection","NN","I-NP","O","O","detection"
"3330","Network","NNP","B-NP","O","O","network"
"3330","security","NN","I-NP","O","O","security"
"3331","Power","NN","B-NP","O","O","power"
"3331","system","NN","I-NP","O","O","system"
"3331","security","NN","I-NP","O","O","security"
"3332","Reconnaissance","NN","B-NP","O","O","reconnaissance"
"3333","Security","NNP","B-NP","O","O","security"
"3333","management","NN","I-NP","O","O","management"
"3334","Terrorism","NNP","B-NP","O","O","terrorism"
"3335","Bioterrorism","NNP","B-NP","O","O","bioterrorism"
"3336","National","NNP","B-NP","O","O","national"
"3336","security","NN","I-NP","O","O","security"
"3337","Watermarking","NN","B-NP","O","O","watermarking"
"3339","Wine","NN","B-NP","O","O","wine"
"3339","industry","NN","I-NP","O","O","industry"
"3340","Wineries","NNS","B-NP","O","O","winery"
"3342","Information","NN","B-NP","O","O","information"
"3342","theory","NN","I-NP","O","O","theory"
"3344","Audio","NNP","B-NP","O","O","audio"
"3344","coding","NN","I-NP","O","O","coding"
"3345","Biological","JJ","B-NP","O","O","biological"
"3345","information","NN","I-NP","O","O","information"
"3345","theory","NN","I-NP","O","O","theory"
"3346","Channel","NNP","B-NP","O","O","channel"
"3346","coding","NN","I-NP","O","O","coding"
"3347","Block","NNP","B-NP","O","O","block"
"3347","codes","NNS","I-NP","O","O","code"
"3348","Linear","NNP","B-NP","O","O","linear"
"3348","codes","NNS","I-NP","O","O","code"
"3349","Combined","JJ","B-NP","O","O","combined"
"3349","source-channel","NN","I-NP","O","O","source-channel"
"3349","coding","NN","I-NP","O","O","coding"
"3350","Turbo","NN","B-NP","O","O","turbo"
"3350","codes","NNS","I-NP","O","O","code"
"3351","Codes","NNS","B-NP","O","O","code"
"3352","Binary","JJ","B-NP","O","O","binary"
"3352","codes","NNS","I-NP","O","O","code"
"3353","Reflective","JJ","B-NP","O","O","reflective"
"3353","binary","JJ","I-NP","O","O","binary"
"3353","codes","NNS","I-NP","O","O","code"
"3354","Convolutional","JJ","B-NP","O","O","convolutional"
"3354","codes","NNS","I-NP","O","O","code"
"3355","Cyclic","JJ","B-NP","O","O","cyclic"
"3355","redundancy","NN","I-NP","O","O","redundancy"
"3355","check","NN","I-NP","O","O","check"
"3355","codes","NNS","I-NP","O","O","code"
"3356","Error","NN","B-NP","O","O","error"
"3356","correction","NN","I-NP","O","O","correction"
"3356","codes","NNS","I-NP","O","O","code"
"3357","Reed-Solomon","JJ","B-NP","O","O","reed-solomon"
"3357","codes","NNS","I-NP","O","O","code"
"3358","Parity","NN","B-NP","O","O","parity"
"3358","check","NN","I-NP","O","O","check"
"3358","codes","NNS","I-NP","O","O","code"
"3359","Iterative","CD","O","O","O","iterative"
"3359","decoding","VBG","B-VP","O","O","decode"
"3360","Product","NN","B-NP","O","O","product"
"3360","codes","NNS","I-NP","O","O","code"
"3361","Bar","NNP","B-NP","O","O","bar"
"3361","codes","NNS","I-NP","O","O","code"
"3362","Space-time","JJ","B-NP","O","O","space-time"
"3362","codes","NNS","I-NP","O","O","code"
"3363","Communication","NNP","B-NP","O","O","communication"
"3363","channels","NNS","I-NP","O","O","channel"
"3364","Channel","NNP","B-NP","O","O","channel"
"3364","allocation","NN","I-NP","O","O","allocation"
"3365","Channel","NNP","B-NP","O","O","channel"
"3365","capacity","NN","I-NP","O","O","capacity"
"3366","Channel","NNP","B-NP","O","O","channel"
"3366","estimation","NN","I-NP","O","O","estimation"
"3367","Channel","NNP","B-NP","O","O","channel"
"3367","models","NNS","I-NP","O","O","model"
"3368","Channel","NNP","B-NP","O","O","channel"
"3368","spacing","NN","I-NP","O","O","spacing"
"3369","Channel","NNP","B-NP","O","O","channel"
"3369","state","NN","I-NP","O","O","state"
"3369","information","NN","I-NP","O","O","information"
"3370","Gaussian","JJ","B-NP","O","O","gaussian"
"3370","channels","NNS","I-NP","O","O","channel"
"3371","AWGN","JJ","B-NP","O","O","awgn"
"3371","channels","NNS","I-NP","O","O","channel"
"3372","Multipath","JJ","B-NP","O","O","multipath"
"3372","channels","NNS","I-NP","O","O","channel"
"3373","Multiuser","JJR","B-NP","O","O","multiuser"
"3373","channels","NNS","I-NP","O","O","channel"
"3374","Partial","JJ","B-NP","O","O","partial"
"3374","response","NN","I-NP","O","O","response"
"3374","channels","NNS","I-NP","O","O","channel"
"3375","Throughput","NN","B-NP","O","O","throughput"
"3376","Time-varying","JJ","B-NP","O","O","time-varying"
"3376","channels","NNS","I-NP","O","O","channel"
"3377","Decoding","VBG","B-VP","O","O","decode"
"3378","Maximum","NNP","B-NP","O","O","maximum"
"3378","likelihood","NN","I-NP","O","O","likelihood"
"3378","decoding","NN","I-NP","O","O","decoding"
"3380","Encoding","NN","B-NP","O","O","encoding"
"3381","Audio","NNP","B-NP","O","O","audio"
"3381","coding","NN","I-NP","O","O","coding"
"3382","Channel","NNP","B-NP","O","O","channel"
"3382","coding","NN","I-NP","O","O","coding"
"3383","Block","NNP","B-NP","O","O","block"
"3383","codes","NNS","I-NP","O","O","code"
"3384","Combined","JJ","B-NP","O","O","combined"
"3384","source-channel","NN","I-NP","O","O","source-channel"
"3384","coding","NN","I-NP","O","O","coding"
"3385","Turbo","NN","B-NP","O","O","turbo"
"3385","codes","NNS","I-NP","O","O","code"
"3386","Code","NNP","B-NP","O","NP-SBJ-1","code"
"3386","refractoring","VBG","B-VP","O","VP-1","refractore"
"3387","Entropy","NN","B-NP","O","O","entropy"
"3387","coding","NN","I-NP","O","O","coding"
"3388","Huffman","NNP","B-NP","O","O","huffman"
"3388","coding","NN","I-NP","O","O","coding"
"3389","Precoding","VBG","B-VP","O","O","precode"
"3390","Source","NN","B-NP","O","O","source"
"3390","coding","NN","I-NP","O","O","coding"
"3391","Speech","NN","B-NP","O","O","speech"
"3391","coding","NN","I-NP","O","O","coding"
"3392","Transcoding","VBG","B-VP","O","O","transcode"
"3393","Error","NN","B-NP","O","O","error"
"3393","compensation","NN","I-NP","O","O","compensation"
"3394","Genetic","JJ","B-NP","O","O","genetic"
"3394","communication","NN","I-NP","O","O","communication"
"3395","Hamming","VBG","B-VP","O","VP-1","ham"
"3395","distance","NN","B-NP","O","NP-OBJ-1","distance"
"3396","Hamming","VBG","B-VP","O","VP-1","ham"
"3396","weight","NN","B-NP","O","NP-OBJ-1","weight"
"3397","Information","NN","B-NP","O","O","information"
"3397","entropy","NN","I-NP","O","O","entropy"
"3398","Mutual","JJ","B-NP","O","O","mutual"
"3398","information","NN","I-NP","O","O","information"
"3399","Network","NNP","B-NP","O","O","network"
"3399","coding","NN","I-NP","O","O","coding"
"3400","Rate","NNP","B-NP","O","O","rate"
"3400","distortion","NN","I-NP","O","O","distortion"
"3400","theory","NN","I-NP","O","O","theory"
"3401","Channel","NNP","B-NP","O","O","channel"
"3401","rate","NN","I-NP","O","O","rate"
"3401","control","NN","I-NP","O","O","control"
"3402","Rate-distortion","NNP","B-NP","O","O","rate-distortion"
"3403","Source","NN","B-NP","O","O","source"
"3403","coding","NN","I-NP","O","O","coding"
"3404","Speech","NN","B-NP","O","O","speech"
"3404","coding","NN","I-NP","O","O","coding"
"3406","Instrumentation","NN","B-NP","O","O","instrumentation"
"3406","and","CC","I-NP","O","O","and"
"3406","measurement","NN","I-NP","O","O","measurement"
"3408","Computerized","JJ","B-NP","O","O","computerized"
"3408","instrumentation","NN","I-NP","O","O","instrumentation"
"3409","Electric","NNP","B-NP","O","O","electric"
"3409","variables","NNS","I-NP","O","O","variable"
"3410","Admittance","NN","B-NP","O","O","admittance"
"3411","Capacitance","NN","B-NP","O","O","capacitance"
"3412","Parasitic","JJ","B-NP","O","O","parasitic"
"3412","capacitance","NN","I-NP","O","O","capacitance"
"3413","Quantum","NNP","B-NP","O","O","quantum"
"3413","capacitance","NN","I-NP","O","O","capacitance"
"3414","Capacitance-voltage","NN","B-NP","O","O","capacitance-voltage"
"3414","characteristics","NNS","I-NP","O","O","characteristic"
"3415","Conductivity","NN","B-NP","O","O","conductivity"
"3416","Photoconductivity","NN","B-NP","O","O","photoconductivity"
"3417","Semiconductivity","NN","B-NP","O","O","semiconductivity"
"3418","Transconductance","IN","B-PP","O","O","transconductance"
"3420","Current","JJ","B-ADJP","O","O","current"
"3421","Bioimpedance","IN","B-PP","O","O","bioimpedance"
"3422","Current","JJ","B-NP","O","O","current"
"3422","slump","NN","I-NP","O","O","slump"
"3423","Dark","JJ","B-ADJP","O","O","dark"
"3423","current","JJ","I-ADJP","O","O","current"
"3424","Fault","NNP","B-NP","O","O","fault"
"3424","currents","NNS","I-NP","O","O","current"
"3425","Leakage","NN","B-NP","O","O","leakage"
"3425","currents","NNS","I-NP","O","O","current"
"3426","Persistent","JJ","B-NP","O","O","persistent"
"3426","currents","NNS","I-NP","O","O","current"
"3427","Short-circuit","NN","B-NP","O","O","short-circuit"
"3427","currents","NNS","I-NP","O","O","current"
"3428","Threshold","NNP","B-NP","O","O","threshold"
"3428","current","JJ","B-ADJP","O","O","current"
"3429","Current-voltage","NN","B-NP","O","O","current-voltage"
"3429","characteristics","NNS","I-NP","O","O","characteristic"
"3435","Electric","NNP","B-NP","O","O","electric"
"3435","potential","NN","I-NP","O","O","potential"
"3436","Gain","NN","B-NP","O","O","gain"
"3437","Impedance","NN","B-NP","O","O","impedance"
"3438","Impedance","IN","B-PP","B-PNP","O","impedance"
"3438","matching","VBG","B-VP","I-PNP","O","match"
"3439","Inductance","NN","B-NP","O","O","inductance"
"3440","Permittivity","NN","B-NP","O","O","permittivity"
"3441","Piezoresistance","NN","B-NP","O","O","piezoresistance"
"3442","Q-factor","NN","B-NP","O","O","q-factor"
"3443","Resistance","NN","B-NP","O","O","resistance"
"3444","Electric","NNP","B-NP","O","O","electric"
"3444","resistance","NN","I-NP","O","O","resistance"
"3445","Piezoresistance","NN","B-NP","O","O","piezoresistance"
"3446","Surface","NN","B-NP","O","O","surface"
"3446","resistance","NN","I-NP","O","O","resistance"
"3447","Thermal","JJ","B-NP","O","O","thermal"
"3447","resistance","NN","I-NP","O","O","resistance"
"3448","Viscosity","NN","B-NP","O","O","viscosity"
"3449","Voltage","NN","B-NP","O","O","voltage"
"3450","Breakdown","NN","B-NP","O","O","breakdown"
"3450","voltage","NN","I-NP","O","O","voltage"
"3451","Dynamic","NNP","B-NP","O","O","dynamic"
"3451","voltage","NN","I-NP","O","O","voltage"
"3451","scaling","NN","I-NP","O","O","scaling"
"3452","Threshold","NNP","B-NP","O","O","threshold"
"3452","voltage","NN","I-NP","O","O","voltage"
"3453","Voltage","NN","B-NP","O","O","voltage"
"3453","fluctuations","NNS","I-NP","O","O","fluctuation"
"3454","Wiring","NN","B-NP","O","O","wiring"
"3456","High","NNP","B-NP","O","NP-SBJ-1","high"
"3456","energy","NN","I-NP","O","NP-SBJ-1","energy"
"3456","physics","NN","I-NP","O","NP-SBJ-1","physics"
"3456","instrumentation","NN","I-NP","O","NP-SBJ-1","instrumentation"
"3456","computing","VBG","B-VP","O","VP-1","compute"
"3457","Linear","NNP","B-NP","O","O","linear"
"3457","particle","NN","I-NP","O","O","particle"
"3457","accelerator","NN","I-NP","O","O","accelerator"
"3458","Instruments","NNS","B-NP","O","O","instrument"
"3460","Compass","NN","B-NP","O","O","compass"
"3461","Goniometers","NNS","B-NP","O","O","goniometer"
"3462","Microscopy","NN","B-NP","O","O","microscopy"
"3463","Atomic","NNP","B-NP","O","O","atomic"
"3463","force","NN","I-NP","O","O","force"
"3463","microscopy","NN","I-NP","O","O","microscopy"
"3464","Electron","NNP","B-NP","O","O","electron"
"3464","microscopy","NN","I-NP","O","O","microscopy"
"3465","Scanning","NN","B-NP","O","O","scanning"
"3465","probe","NN","I-NP","O","O","probe"
"3465","microscopy","NN","I-NP","O","O","microscopy"
"3466","Oscilloscopes","NNP","B-NP","O","O","oscilloscopes"
"3467","Potentiometers","NNS","B-NP","O","O","potentiometer"
"3469","Pressure","NN","B-NP","O","NP-SBJ-1","pressure"
"3469","gauges","VBZ","B-VP","O","VP-1","gauge"
"3470","Probes","NNPS","B-NP","O","O","probes"
"3471","Radiometers","NNS","B-NP","O","O","radiometer"
"3472","Spectroradiometers","NNS","B-NP","O","O","spectroradiometer"
"3473","Telescopes","NNS","B-NP","O","O","telescope"
"3474","Theodolites","NNS","B-NP","O","O","theodolite"
