,id_materia,codigo,metodo,cluster,asignatura,titulacion
636,90362,CURSO_UTPL-TNASH0006_18,AFFINITY-PROPAGATION,214,LINGÜÍSTICA,Área Socio-Humanística
637,90371,CURSO_UTPL-G0008_18,AFFINITY-PROPAGATION,0,EPISTEMOLOGIA,Área Socio-Humanística
638,90380,CURSO_UTPL-TNAB0002_18,AFFINITY-PROPAGATION,238,QUÍMICA GENERAL,Área Biológica y Biomédica
639,90389,CURSO_UTPL-TNAB0001_18,AFFINITY-PROPAGATION,139,FÍSICA BÁSICA,Área Biológica y Biomédica
640,90398,CURSO_UTPL-TNAB0003_18,AFFINITY-PROPAGATION,171,ÁLGEBRA LINEAL,Área Biológica y Biomédica
641,90407,CURSO_UTPL-TNAB0005_18,AFFINITY-PROPAGATION,59,ANÁLISIS MATEMÁTICO UNIVARIADO,Área Biológica y Biomédica
642,90416,CURSO_UTPL-TNAB0004_18,AFFINITY-PROPAGATION,95,FUNDAMENTOS MATEMÁTICOS,Área Biológica y Biomédica
643,90425,CURSO_UTPL-TNAB0009_18,AFFINITY-PROPAGATION,172,BIOESTADÍSTICA,Área Biológica y Biomédica
644,90434,CURSO_UTPL-TNAB0026_18,AFFINITY-PROPAGATION,238,QUÍMICA AMBIENTAL,Área Biológica y Biomédica
645,90443,CURSO_UTPL-TNAB0019_18,AFFINITY-PROPAGATION,219,FUNDAMENTOS DE GEOMETRÍA,Área Biológica y Biomédica
646,90452,CURSO_UTPL-TNAB0020_18,AFFINITY-PROPAGATION,173,FÍSICO-QUÍMICA ALIMENTARIA,Área Biológica y Biomédica
647,90461,CURSO_UTPL-TNCCO003_18,AFFINITY-PROPAGATION,148,COMPUTACIÓN,Área Técnica
648,90988,CURSO_UTPL-TN0093_20,AFFINITY-PROPAGATION,138,INTRODUCCIÓN A LA VISIÓN ARTIFICIAL,SISTEMAS INFORMÁTICOS Y COMPUTACIÓN
649,91318,CURSO_PRE-TNME079_20,AFFINITY-PROPAGATION,8,MICROBIOLOGÍA Y PARASITOLOGÍA,MEDICINA
650,91626,CURSO_PRE-TNME076_20,AFFINITY-PROPAGATION,174,CUIDADOS DE LA PERSONA ENFERMA,MEDICINA
651,91866,CURSO_PRE-TNME087_20,AFFINITY-PROPAGATION,175,PSICOLOGÍA CLÍNICA,MEDICINA
652,92090,CURSO_PRE-TNME077-3_20,AFFINITY-PROPAGATION,6,INTEGRADO DE CLÍNICA I: FISIOPATOLOGÍA,MEDICINA
653,92446,CURSO_PRE-TNME075-5_20,AFFINITY-PROPAGATION,18,MORFOFUNCIONAL IV NEUROFISIOLOGÍA PRÁCTICA,MEDICINA
654,92595,CURSO_PRE-TNME075-6_20,AFFINITY-PROPAGATION,18,MORFOFUNCIONAL IV NEUROFISIOLOGÍA TEORÍA,MEDICINA
655,92890,CURSO_PRE-TNME043-1_20,AFFINITY-PROPAGATION,6,INTEGRADO DE CLÍNICA II FISIOPATOLOGÍA,MEDICINA
656,93355,CURSO_PRE-TNME043-3_20,AFFINITY-PROPAGATION,11,INTEGRADO DE CLÍNICA II: SEMIOLOGÍA PRÁCTICA,MEDICINA
657,93702,CURSO_PRE-TNME203_20,AFFINITY-PROPAGATION,176,"TALLERES: RCP, SIGNOS VITALES, VENDAJES, INYECCIONES",MEDICINA
658,93986,CURSO_PRE-TNME043-2_20,AFFINITY-PROPAGATION,11,INTEGRADO DE CLÍNICA II: SEMIOLOGÍA TEORÍA,MEDICINA
659,94336,CURSO_PRE-TNME095-2_20,AFFINITY-PROPAGATION,187,INTEGRADO DE CLÍNICA IV ENDOCRINOLOGÍA ,MEDICINA
660,94687,CURSO_PRE-TNME026-8_20,AFFINITY-PROPAGATION,9,MORFOFUNCIONAL II FISIOLOGÍA PRÁCTICA,MEDICINA
661,94696,CURSO_UTPL-TN0145_20,AFFINITY-PROPAGATION,188,PRODUCCION AUDIOVISUAL,COMUNICACIÓN SOCIAL
662,95217,CURSO_UTPL-TN0193_20,AFFINITY-PROPAGATION,27,"EVALUACIÓN, CERTIFICACIÓN Y ACREDITACIÓN DE LA ESAD Y EN LÍNEA",PSICOLOGÍA
663,95226,CURSO_PRE-TNARQ069_20,AFFINITY-PROPAGATION,60,DIBUJO ARTÍSTICO,ARTES PLÁSTICAS Y DISEÑO
664,95513,CURSO_PRE-TNME078_20,AFFINITY-PROPAGATION,177,PATOLOGÍA GENERAL,MEDICINA
665,95824,CURSO_PRE-TNME080_20,AFFINITY-PROPAGATION,12,MEDICINA COMUNITARIA GP 2.2,MEDICINA
666,96128,CURSO_PRE-TNME667-2_20,AFFINITY-PROPAGATION,9,MORFOFUNCIONAL I ANATOMÍA PRÁCTICA,MEDICINA
667,96463,CURSO_PRE-TNME667-3_20,AFFINITY-PROPAGATION,178,MORFOFUNCIONAL I HISTOLOGÍA TEORÍA,MEDICINA
668,96739,CURSO_PRE-TNME077-1_20,AFFINITY-PROPAGATION,11,INTEGRADO DE CLÍNICA I: SEMIOLOGÍA TEÓRICA,MEDICINA
669,96810,CURSO_PRE-TNME061-1_20,AFFINITY-PROPAGATION,191,"ESPECIALIDADES DERMATOLOGÍA ORL, OFTALMOLOGÍA: DERMATOLOGÍA",MEDICINA
670,97084,CURSO_PRE-TNME026-5_20,AFFINITY-PROPAGATION,9,MORFOFUNCIONAL II ANATOMÍA PRÁCTICA,MEDICINA
671,97093,CURSO_PRE-TNME059-3_20,AFFINITY-PROPAGATION,179,"PEDIATRIA, CIRUGIA INFANTIL Y ORTOPEDIA: CIRUGÍA INFANTIL Y ORTOPEDIA",MEDICINA
672,97102,CURSO_PRE-TNME049_20,AFFINITY-PROPAGATION,180,EXTERNADO GP 3.2,MEDICINA
673,97517,CURSO_PRE-TNICA204_20,AFFINITY-PROPAGATION,15,INTRODUCCIÓN A LA AUDITORÍA,INGENIERÍA EN CONTABILIDAD Y AUDITORIA
674,98124,CURSO_PRE-TNME204_20,AFFINITY-PROPAGATION,239,SOPORTE VITAL BÁSICO,MEDICINA
675,98133,CURSO_PRE-TNHT087_20,AFFINITY-PROPAGATION,45,FRANCÉS I,INGLÉS
676,98822,CURSO_PRE-TNCJ210_20,AFFINITY-PROPAGATION,181,CONFLICTOS SOCIOAMBIENTALES,DERECHO
677,99174,CURSO_PRE-TNME073_20,AFFINITY-PROPAGATION,2,FUNDAMENTOS FILOSÓFICOS DE LA MEDICINA,MEDICINA
678,99452,CURSO_UTPL-TNBIO001_20,AFFINITY-PROPAGATION,7,BIOLOGÍA GENERAL,MEDICINA
679,99757,CURSO_PRE-TNME072-1_20,AFFINITY-PROPAGATION,4,MORFOFUNCIONAL III ANATOMÍA TEORÍA,MEDICINA
680,100040,CURSO_PRE-TNARQ235_20,AFFINITY-PROPAGATION,182,DISEÑO PARAMÉTRICO Y FABRICACIÓN DIGITAL,ARQUITECTURA
681,100484,CURSO_UTPL-TN0211_20,AFFINITY-PROPAGATION,104,CIUDADES RESILIENTES Y SUSTENTABLES,ARQUITECTURA
682,100760,CURSO_PRE-TNME020_20,AFFINITY-PROPAGATION,5,FAMILIA Y VIDA GP1.1,MEDICINA
683,101021,CURSO_PRE-TNME086_20,AFFINITY-PROPAGATION,189,MEDICINA FAMILIAR,MEDICINA
684,101409,CURSO_UTPL-TNBIF001_20,AFFINITY-PROPAGATION,1,BIOQUÍMICA,MEDICINA
685,101645,CURSO_PRE-TNME072-3_20,AFFINITY-PROPAGATION,17,MORFOFUNCIONAL III FISIOLOGÍA TEORÍA,MEDICINA
686,101874,CURSO_PRE-TNME072-2_20,AFFINITY-PROPAGATION,9,MORFOFUNCIONAL III ANATOMÍA PRÁCTICA,MEDICINA
687,101883,CURSO_PRE-TNME067-1_20,AFFINITY-PROPAGATION,4,MORFOFUNCIONAL I ANATOMÍA TEORÍA,MEDICINA
688,102216,CURSO_PRE-TNME095-1_20,AFFINITY-PROPAGATION,187,INTEGRADO DE CLÍNICA IV DIGESTIVO,MEDICINA
689,102225,CURSO_UTPL-TNHT004_20,AFFINITY-PROPAGATION,53,RELACIONES PÚBLICAS Y PROTOCOLO,HOTELERÍA Y TURISMO
690,102670,CURSO_PRE-TNME025_20,AFFINITY-PROPAGATION,5,FAMILIA Y VIDA GP 1.2,MEDICINA
691,103046,CURSO_PRE-TNME071_20,AFFINITY-PROPAGATION,183,BIOLOGÍA CELULAR Y MOLECULAR,MEDICINA
692,103284,CURSO_PRE-TNME026-3_20,AFFINITY-PROPAGATION,17,MORFOFUNCIONAL II FISIOLOGÍA TEORÍA,MEDICINA
693,103326,CURSO_PRE-TNBF202_20,AFFINITY-PROPAGATION,184,FINANZAS,ADMINISTRACIÓN EN BANCA Y FINANZAS
694,103756,CURSO_PRE-TNME068_20,AFFINITY-PROPAGATION,185,INTRODUCCIÓN A LOS ESTUDIOS MÉDICOS,MEDICINA
695,103993,CURSO_PRE-TNME082_20,AFFINITY-PROPAGATION,189,HISTORIA DE LA MEDICINA,MEDICINA
696,104434,CURSO_PRE-TNME667-4_20,AFFINITY-PROPAGATION,186,MORFOFUNCIONAL I EMBRIOLOGÍA,MEDICINA
697,104750,CURSO_PRE-TNME077-2_20,AFFINITY-PROPAGATION,11,INTEGRADO DE CLÍNICA I: SEMIOLOGÍA PRÁCTICA,MEDICINA
698,104821,CURSO_PRE-TNME026-1_20,AFFINITY-PROPAGATION,4,MORFOFUNCIONAL II ANATOMÍA TEORÍA,MEDICINA
699,104830,CURSO_PRE-TNME026-4_20,AFFINITY-PROPAGATION,178,MORFOFUNCIONAL II HISTOLOGÍA TEORÍA,MEDICINA
700,105083,CURSO_PRE-TNME061-2_20,AFFINITY-PROPAGATION,191,"ESPECIALIDADES DERMATOLOGÍA ORL, OFTALMOLOGÍA: OTORRINOLARINGOLOGÍA",MEDICINA
701,105378,CURSO_PRE-TNME095-3_20,AFFINITY-PROPAGATION,187,INTEGRADO DE CLÍNICA IV HEMATOLOGÍA,MEDICINA
702,105664,CURSO_PRE-TNME095-4_20,AFFINITY-PROPAGATION,187,INTEGRADO DE CLÍNICA IV EPIDEMIOLOGÍA,MEDICINA
703,105673,CURSO_PRE-TNME026-2_20,AFFINITY-PROPAGATION,9,MORFOFUNCIONAL II HISTOLOGÍA PRÁCTICA,MEDICINA
704,105928,CURSO_PRE-TNME029_20,AFFINITY-PROPAGATION,188,FÍSICA PARA LAS CIENCIAS BIOMÉDICAS,MEDICINA
705,106538,CURSO_PRE-TNME667-5_20,AFFINITY-PROPAGATION,178,MORFOFUNCIONAL I HISTOLOGÍA PRÁCTICA,MEDICINA
706,106547,CURSO_UTPL-TNAE005_20,AFFINITY-PROPAGATION,229,ADMINISTRACIÓN I,ADMINISTRACIÓN DE EMPRESAS
707,107033,CURSO_UTPL-TNEC013_20,AFFINITY-PROPAGATION,94,ECONOMÍA DEL ECUADOR,ECONOMÍA
708,107446,CURSO_PRE-TNME037_20,AFFINITY-PROPAGATION,12,MEDICINA COMUNITARIA GP 2.1,MEDICINA
709,107743,CURSO_PRE-TNME094_20,AFFINITY-PROPAGATION,189,MEDICINA LEGAL,MEDICINA
710,108102,CURSO_PRE-TNME041_20,AFFINITY-PROPAGATION,16,SALUD PÚBLICA,MEDICINA
711,108390,CURSO_PRE-TNME059-1_20,AFFINITY-PROPAGATION,179,"PEDIATRIA, CIRUGIA INFANTIL Y ORTOPEDIA: NEONATOLOGÍA",MEDICINA
712,108829,CURSO_PRE-TNME072-4_20,AFFINITY-PROPAGATION,17,MORFOFUNCIONAL III FISIOLOGÍA PRÁCTICA,MEDICINA
713,108838,CURSO_PRE-TNME081_20,AFFINITY-PROPAGATION,190,FARMACOLOGÍA,MEDICINA
714,109101,CURSO_PRE-TNME056_20,AFFINITY-PROPAGATION,34,PSIQUIATRÍA,MEDICINA
715,109394,CURSO_PRE-TNME069_20,AFFINITY-PROPAGATION,188,MATEMÁTICAS PARA LAS CIENCIAS BIOMÉDICAS,MEDICINA
716,109830,CURSO_PRE-TNME090_20,AFFINITY-PROPAGATION,180,EXTERNADO EXTRAMURAL GP 3.4,MEDICINA
717,110391,CURSO_UTPL-TNGA029_20,AFFINITY-PROPAGATION,172,BIOESTADÍSTICA,GESTIÓN AMBIENTAL
718,110741,CURSO_PRE-TNME061-3_20,AFFINITY-PROPAGATION,191,"ESPECIALIDADES DERMATOLOGÍA ORL, OFTALMOLOGÍA: OFTALMOLOGÍA",MEDICINA
719,110853,CURSO_PRE-TNME059-2_20,AFFINITY-PROPAGATION,179,"PEDIATRIA, CIRUGIA INFANTIL Y ORTOPEDIA: PEDIATRÍA",MEDICINA
720,111200,CURSO_UTPL-TNCJ017_20,AFFINITY-PROPAGATION,192,DERECHO LABORAL,DERECHO
721,111728,CURSO_UTPL-TNCJ019_20,AFFINITY-PROPAGATION,19,DERECHO PROCESAL CIVIL I,DERECHO
722,112115,CURSO_UTPL-TNCJ032_20,AFFINITY-PROPAGATION,22,"LEYES ESPECIALES II, TRANSITO, EJECUCIÓN DE PENAS Y  REHABILITACIÓN SOCIAL",DERECHO
723,112392,CURSO_PRE-TNCJ055_20,AFFINITY-PROPAGATION,266,GESTIÓN PRODUCTIVA 3.2,DERECHO
724,112593,CURSO_UTPL-TNCJ005_20,AFFINITY-PROPAGATION,19,"DERECHO CIVIL I, PERSONAS Y FAMILIA",DERECHO
725,112878,CURSO_UTPL-TNCJ024_20,AFFINITY-PROPAGATION,152,DERECHOS HUMANOS,DERECHO
726,112887,CURSO_UTPL-TNCJ003_20,AFFINITY-PROPAGATION,196,INVESTIGACIÓN JURÍDICA,DERECHO
727,113133,CURSO_UTPL-TNCJ025_20,AFFINITY-PROPAGATION,284,DERECHO TRIBUTARIO,DERECHO
728,113761,CURSO_PRE-TNCJ053_20,AFFINITY-PROPAGATION,98,GESTIÓN PRODUCTIVA GP 2,DERECHO
729,114159,CURSO_TNSABO0756_20,AFFINITY-PROPAGATION,178,DESCENTRALIZACIÓN Y GOBIERNOS AUTÓNOMOS,DERECHO
730,114683,CURSO_UTPL-TN0207_20,AFFINITY-PROPAGATION,53,INTRODUCCIÓN A LAS RELACIONES INTERNACIONALES EN NACIONES UNIDAS,DERECHO
731,115010,CURSO_UTPL-TN0208_20,AFFINITY-PROPAGATION,57,ANÁLISIS POLÍTICO Y PENSAMIENTO CRÍTICO,DERECHO
732,115306,CURSO_UTPL-TNCJ027_20,AFFINITY-PROPAGATION,20,DERECHO PROCESAL PENAL II,DERECHO
733,115510,CURSO_UTPL-TNCJ033_20,AFFINITY-PROPAGATION,199,TEORÍA DEL CASO,DERECHO
734,115907,CURSO_UTPL-TNCJ011_20,AFFINITY-PROPAGATION,192,DERECHO ADMINISTRATIVO,DERECHO
735,116606,CURSO_UTPL-TNCJ010_20,AFFINITY-PROPAGATION,82,LÓGICA JURÍDICA,DERECHO
736,116841,CURSO_UTPL-TNCJ004_20,AFFINITY-PROPAGATION,192,DERECHO ROMANO,DERECHO
737,117101,CURSO_UTPL-TNCJ018_20,AFFINITY-PROPAGATION,20,DERECHO PENAL II,DERECHO
738,117537,CURSO_UTPL-TNCJ031_20,AFFINITY-PROPAGATION,206,DERECHO DE MENORES,DERECHO
739,117870,CURSO_PRE-TNCJ056_20,AFFINITY-PROPAGATION,155,TRABAJO DE FIN DE CARRERA 4.1,DERECHO
740,118103,CURSO_UTPL-TNCJ016_20,AFFINITY-PROPAGATION,79,DERECHO MERCANTIL,DERECHO
741,118851,CURSO_UTPL-TNCJ026_20,AFFINITY-PROPAGATION,79,DERECHO SOCIETARIO,DERECHO
742,119196,CURSO_PRE-TNCJ054_20,AFFINITY-PROPAGATION,193,GESTIÓN PRODUCTIVA 3.1,DERECHO
743,119397,CURSO_UTPL-TNCJ012_20,AFFINITY-PROPAGATION,19,"DERECHO CIVIL III, SUCESIONES",DERECHO
744,119817,CURSO_PRE-TNCJ052_20,AFFINITY-PROPAGATION,194,GESTIÓN PRODUCTIVA GP 1,DERECHO
745,120123,CURSO_PRE-TNCJ057_20,AFFINITY-PROPAGATION,155,TRABAJO DE FIN DE CARRERA 4.2,DERECHO
746,120327,CURSO_TNSABO0757_20,AFFINITY-PROPAGATION,189,MEDICINA LEGAL,DERECHO
747,120754,CURSO_UTPL-TNPS004_20,AFFINITY-PROPAGATION,150,ESTADÍSTICA I,PSICOLOGÍA
748,121220,CURSO_PRE-TNPS072_20,AFFINITY-PROPAGATION,162,PSICOÉTICA,PSICOLOGÍA
749,121798,CURSO_UTPL-TNPS017_20,AFFINITY-PROPAGATION,26,PSICOPATOLOGÍA II,PSICOLOGÍA
750,122077,CURSO_UTPL-TNPS009_20,AFFINITY-PROPAGATION,169,PSICOLOGÍA DEL DESARROLLO I,PSICOLOGÍA
751,122485,CURSO_UTPL-TNPS010_20,AFFINITY-PROPAGATION,175,PSICOLOGÍA DE LA FAMILIA,PSICOLOGÍA
752,123081,CURSO_UTPL-TNPS028_20,AFFINITY-PROPAGATION,29,PSICOLOGÍA DEL DESEMPEÑO I,PSICOLOGÍA
753,123440,CURSO_PRE-TNPS071_20,AFFINITY-PROPAGATION,155,TRABAJO DE FIN DE CARRERA GP 4.2,PSICOLOGÍA
754,123769,CURSO_UTPL-TN0150_20,AFFINITY-PROPAGATION,54,PSICOLOGÍA DE LA COMUNICACIÓN Y MARKETING,PSICOLOGÍA
755,124226,CURSO_UTPL-TNPS023_20,AFFINITY-PROPAGATION,16,PSICOLOGÍA DE LA SALUD,PSICOLOGÍA
756,124644,CURSO_PRE-TNPS070_20,AFFINITY-PROPAGATION,73,GESTIÓN PRODUCTIVA 4.1,PSICOLOGÍA
757,124868,CURSO_UTPL-TN0206_20,AFFINITY-PROPAGATION,78,GESTIÓN DEL TALENTO HUMANO,PSICOLOGÍA
758,125332,CURSO_UTPL-TNPS022_20,AFFINITY-PROPAGATION,130,ORIENTACIÓN,PSICOLOGÍA
759,125981,CURSO_UTPL-TNPS006_20,AFFINITY-PROPAGATION,68,PSICOLOGÍA DIFERENCIAL,PSICOLOGÍA
760,126627,CURSO_PRE-TNPS069_20,AFFINITY-PROPAGATION,195,GESTIÓN PRODUCTIVA 3.2,PSICOLOGÍA
761,126849,CURSO_UTPL-TNPS002_20,AFFINITY-PROPAGATION,293,BASES BIOLÓGICAS,PSICOLOGÍA
762,127171,CURSO_UTPL-TNPS005_20,AFFINITY-PROPAGATION,174,PSICOFISIOLOGÍA,PSICOLOGÍA
763,127490,CURSO_PRE-TNPS066_20,AFFINITY-PROPAGATION,98,GESTIÓN PRODUCTIVA GP 2,PSICOLOGÍA
764,127857,CURSO_UTPL-TNPS024_20,AFFINITY-PROPAGATION,27,EVALUACIÓN Y DIAGNÓSTICO II,PSICOLOGÍA
765,128210,CURSO_UTPL-TNPS029_20,AFFINITY-PROPAGATION,196,INVESTIGACIÓN,PSICOLOGÍA
766,128493,CURSO_UTPL-TNPS018_20,AFFINITY-PROPAGATION,0,PSICOMETRÍA,PSICOLOGÍA
767,129078,CURSO_UTPL-TNPS027_20,AFFINITY-PROPAGATION,24,PSICOTERAPIA II,PSICOLOGÍA
768,129607,CURSO_UTPL-TNPS033_20,AFFINITY-PROPAGATION,97,TEORÍAS Y SISTEMAS PSICOLÓGICOS,PSICOLOGÍA
769,130080,CURSO_PRE-TNAGR078_20,AFFINITY-PROPAGATION,197,NUEVAS TECNOLOGÍAS PARA RRPP,RELACIONES PUBLICAS
770,130441,CURSO_PRE-TNAGR096_20,AFFINITY-PROPAGATION,53,RELACIONES INTERNACIONALES Y GLOBALIZACIÓN,RELACIONES PUBLICAS
771,130793,CURSO_PRE-TNAGR085_20,AFFINITY-PROPAGATION,198,GESTIÓN PRODUCTIVA 3.2,RELACIONES PUBLICAS
772,131089,CURSO_PRE-TNAGR089_20,AFFINITY-PROPAGATION,53,GESTIÓN Y PLANIFICACIÓN DE RELACIONES PÚBLICAS,RELACIONES PUBLICAS
773,131450,CURSO_PRE-TNAGR067_20,AFFINITY-PROPAGATION,199,TEORÍA DE LA COMUNICACIÓN,RELACIONES PUBLICAS
774,131459,CURSO_PRE-TNAGR073_20,AFFINITY-PROPAGATION,200,INVESTIGACIÓN DE MERCADOS,RELACIONES PUBLICAS
775,131971,CURSO_PRE-TNAGR087_20,AFFINITY-PROPAGATION,52,PUBLICIDAD,RELACIONES PUBLICAS
776,132386,CURSO_PRE-TNAGR095_20,AFFINITY-PROPAGATION,201,COMUNICACIÓN ORGANIZACIONAL,RELACIONES PUBLICAS
777,133066,CURSO_PRE-TNAGR097_20,AFFINITY-PROPAGATION,202,RADIO Y TELEVISIÓN EN RELACIONES PÚBLICAS,RELACIONES PUBLICAS
778,133306,CURSO_PRE-TNAGR063_20,AFFINITY-PROPAGATION,229,ADMINISTRACIÓN BÁSICA,RELACIONES PUBLICAS
779,133661,CURSO_PRE-TNAGR076_20,AFFINITY-PROPAGATION,142,CEREMONIAL Y PROTOCOLO,RELACIONES PUBLICAS
780,134240,CURSO_PRE-TNAGR077_20,AFFINITY-PROPAGATION,181,NEGOCIACIÓN Y SOLUCIONES DE CONFLICTOS,RELACIONES PUBLICAS
781,134249,CURSO_PRE-TNAGR088_20,AFFINITY-PROPAGATION,303,AUDITORÍA EN COMUNICACIÓN E IMAGEN,RELACIONES PUBLICAS
782,134676,CURSO_PRE-TNAGR075_20,AFFINITY-PROPAGATION,278,GESTIÓN PRODUCTIVA 2.2,RELACIONES PUBLICAS
783,135148,CURSO_UTPL-TN0205_20,AFFINITY-PROPAGATION,199,COMUNICACIÓN DEPORTIVA,COMUNICACIÓN SOCIAL
784,135485,CURSO_PRE-TNAGR094_20,AFFINITY-PROPAGATION,74,PROYECTO DE FIN  DE CARRERA 4.2,RELACIONES PUBLICAS
785,135778,CURSO_PRE-TNAGR086_20,AFFINITY-PROPAGATION,54,MARKETING POLÍTICO,RELACIONES PUBLICAS
786,136050,CURSO_PRE-TNAGR079_20,AFFINITY-PROPAGATION,53,RELACIONES PÚBLICAS,RELACIONES PUBLICAS
787,136355,CURSO_PRE-TNIA050_20,AFFINITY-PROPAGATION,206,SANIDAD ESPECIES MAYORES,INGENIERÍA AGROPECUARIA
788,136843,CURSO_PRE-TNIA027_20,AFFINITY-PROPAGATION,44,FITOPATOLOGÍA,INGENIERÍA AGROPECUARIA
789,137119,CURSO_PRE-TNIA033_20,AFFINITY-PROPAGATION,278,GESTIÓN PRODUCTIVA 2.2,INGENIERÍA AGROPECUARIA
790,137342,CURSO_PRE-TNIA037_20,AFFINITY-PROPAGATION,36,CULTIVOS CICLO CORTO II,INGENIERÍA AGROPECUARIA
791,137726,CURSO_PRE-TNIA021_20,AFFINITY-PROPAGATION,300,GENÉTICA APLICADA,INGENIERÍA AGROPECUARIA
792,137932,CURSO_PRE-TNIA024_20,AFFINITY-PROPAGATION,203,GESTIÓN PRODUCTIVA 1,INGENIERÍA AGROPECUARIA
793,138279,CURSO_PRE-TNIA036_20,AFFINITY-PROPAGATION,204,ADMINISTRACIÓN AGROPECUARIA,INGENIERÍA AGROPECUARIA
794,138486,CURSO_PRE-TNIA044_20,AFFINITY-PROPAGATION,75,INTRODUCCIÓN Y GESTIÓN DEL RIEGO,INGENIERÍA AGROPECUARIA
795,138820,CURSO_PRE-TNIA045_20,AFFINITY-PROPAGATION,248,CULTIVOS PROTEGIDOS E HIDROPÓNICOS,INGENIERÍA AGROPECUARIA
796,139061,CURSO_PRE-TNIA035_20,AFFINITY-PROPAGATION,302,REPRODUCCIÓN ANIMAL,INGENIERÍA AGROPECUARIA
797,139274,CURSO_PRE-TNIA049_20,AFFINITY-PROPAGATION,78,GESTIÓN PRODUCTIVA 4.2,INGENIERÍA AGROPECUARIA
798,139533,CURSO_PRE-TNIA043_20,AFFINITY-PROPAGATION,206,PRODUCCIÓN ESPECIES MAYORES,INGENIERÍA AGROPECUARIA
799,139835,CURSO_PRE-TNIA042_20,AFFINITY-PROPAGATION,34,GESTIÓN PRODUCTIVA 3.2,INGENIERÍA AGROPECUARIA
800,140053,CURSO_PRE-TNIA025_20,AFFINITY-PROPAGATION,302,ANATOMÍA Y  FISIOLOGÍA ANIMAL,INGENIERÍA AGROPECUARIA
801,140310,CURSO_UTPL-TNBIF001_20,AFFINITY-PROPAGATION,1,BIOQUÍMICA,INGENIERÍA AGROPECUARIA
802,140546,CURSO_PRE-TNIA002_20,AFFINITY-PROPAGATION,205,AGROECOLOGÍA,INGENIERÍA AGROPECUARIA
803,140799,CURSO_PRE-TNIA202_20,AFFINITY-PROPAGATION,12,DESARROLLO COMUNITARIO,INGENIERÍA AGROPECUARIA
804,141580,CURSO_UTPL-TNIQ003_20,AFFINITY-PROPAGATION,293,CÁLCULO PARA LAS CIENCIAS BIOLÓGICAS,BIOQUÍMICA Y FARMACIA
805,141846,CURSO_UTPL-TNGA002_20,AFFINITY-PROPAGATION,299,ECOLOGÍA,INGENIERÍA AGROPECUARIA
806,142272,CURSO_PRE-TNIA026_20,AFFINITY-PROPAGATION,298,EDAFOLOGÍA II,INGENIERÍA AGROPECUARIA
807,142516,CURSO_UTPL-TNIQ002_20,AFFINITY-PROPAGATION,293,FÍSICA PARA LAS CIENCIAS BIOLÓGICAS,BIOQUÍMICA Y FARMACIA
808,143145,CURSO_PRE-TNIA034_20,AFFINITY-PROPAGATION,206,PRODUCCIÓN ESPECIES MENORES I,INGENIERÍA AGROPECUARIA
809,143431,CURSO_PRE-TNIA206_20,AFFINITY-PROPAGATION,39,PRACTICAS DE MANEJO PECUARIO,INGENIERÍA AGROPECUARIA
810,143757,CURSO_UTPL-TN-ABF007_20,AFFINITY-PROPAGATION,184,FINANZAS II,ADMINISTRACIÓN DE EMPRESAS
811,144173,CURSO_UTPL-TNHT008_20,AFFINITY-PROPAGATION,207,CONGRESOS Y EVENTOS,HOTELERÍA Y TURISMO
812,144424,CURSO_UTPL-TNAE010_20,AFFINITY-PROPAGATION,206,PRODUCCIÓN,ADMINISTRACIÓN DE EMPRESAS
813,144872,CURSO_UTPL-TNAE019_20,AFFINITY-PROPAGATION,185,VALORACIÓN DE EMPRESAS,ADMINISTRACIÓN DE EMPRESAS
814,145289,CURSO_UTPL-TNAE003_20,AFFINITY-PROPAGATION,75,INTRODUCCIÓN A LA ECONOMÍA,ADMINISTRACIÓN DE EMPRESAS
815,145858,CURSO_UTPL-TNICA003_20,AFFINITY-PROPAGATION,282,LEGISLACIÓN LABORAL Y SOCIAL,ADMINISTRACIÓN DE EMPRESAS
816,146208,CURSO_UTPL-TNAE011_20,AFFINITY-PROPAGATION,272,PRINCIPIOS DE AUDITORIA,ADMINISTRACIÓN DE EMPRESAS
817,146530,CURSO_PRE-TNAE057_20,AFFINITY-PROPAGATION,228,DESARROLLO ECONÓMICO,ADMINISTRACIÓN DE EMPRESAS
818,146759,CURSO_UTPL-TNAE018_20,AFFINITY-PROPAGATION,229,ADMINISTRACIÓN DE TECNOLOGÍAS,ADMINISTRACIÓN DE EMPRESAS
819,147188,CURSO_PRE-TNAE055_20,AFFINITY-PROPAGATION,266,GESTIÓN PRODUCTIVA 3.2,ADMINISTRACIÓN DE EMPRESAS
820,147411,CURSO_UTPL-TNICA006_20,AFFINITY-PROPAGATION,49,CONTABILIDAD DE COSTOS,ADMINISTRACIÓN DE EMPRESAS
821,147832,CURSO_UTPL-TN0209_20,AFFINITY-PROPAGATION,286,SECTORES DEL SISTEMA FINANCIERO ECUATORIANO,ADMINISTRACIÓN EN BANCA Y FINANZAS
822,147937,CURSO_UTPL-TNAE014_20,AFFINITY-PROPAGATION,252,GERENCIA DE RECURSOS NATURALES,ADMINISTRACIÓN DE EMPRESAS
823,148157,CURSO_PRE-TNAE048_20,AFFINITY-PROPAGATION,208,PROYECTO DE FIN DE CARRERA 4.2,ADMINISTRACIÓN DE EMPRESAS
