,id_materia,codigo,metodo,cluster,asignatura,titulacion
294,37933,CURSO_PRE-TNBIO047_18,HIERARCHY,324,ECOLOGÍA DE PAISAJE Y ORDENAMIENTO TERRITORIAL,BIOLOGÍA
295,38292,CURSO_PRE-TNBIO104_18,HIERARCHY,26,PROYECTO DE FIN DE CARRERA 4.1,BIOLOGÍA
296,38547,CURSO_PRE-TNBIO108_18,HIERARCHY,33,PROYECTO DE FIN DE CARRERA 4.2,BIOLOGÍA
297,38759,CURSO_PRE-TNBIO077_18,HIERARCHY,568,BIOQUÍMICA APLICADA,BIOLOGÍA
298,38768,CURSO_UTPL-TNGA008_18,HIERARCHY,158,SISTEMAS DE INFORMACIÓN GEOGRÁFICA,BIOLOGÍA
299,39087,CURSO_UTPL-TN0134_18,HIERARCHY,233,INVESTIGACIÓN SOCIAL PARA EL MANEJO Y CONSERVACIÓN,BIOLOGÍA
300,39096,CURSO_PRE-TNGMI078_18,HIERARCHY,248,TOPOGRAFÍA,GEOLOGÍA Y MINAS
301,39105,CURSO_PRE-TNGMI059_18,HIERARCHY,387,GEOINFORMÁTICA,GEOLOGÍA Y MINAS
302,39114,CURSO_PRE-TNGMI086_18,HIERARCHY,387,FOTOGEOLOGÍA,GEOLOGÍA Y MINAS
303,39123,CURSO_PRE-TNGMI112_18,HIERARCHY,366,EXPLOTACIÓN MINERA,GEOLOGÍA Y MINAS
304,39132,CURSO_PRE-TNGMI111_18,HIERARCHY,195,INGENIERÍA AMBIENTAL,GEOLOGÍA Y MINAS
305,39141,CURSO_PRE-TNGMI032_18,HIERARCHY,373,MINERALOGÍA ÓPTICA,GEOLOGÍA Y MINAS
306,39150,CURSO_PRE-TNGMI020_18,HIERARCHY,57,GEOLOGÍA GENERAL,GEOLOGÍA Y MINAS
307,39159,CURSO_UTPL-TN0176_18,HIERARCHY,254,GEOMÁTICA APLICADA,GEOLOGÍA Y MINAS
308,39168,CURSO_PRE-TNGMI064_18,HIERARCHY,387,TECTÓNICA GLOBAL Y REGIONAL,GEOLOGÍA Y MINAS
309,39177,CURSO_PRE-TNGMI110_18,HIERARCHY,34,PROYECTO DE TESIS GP 4.1,GEOLOGÍA Y MINAS
310,39381,CURSO_PRE-TNGMI103_18,HIERARCHY,84,PRÁCTICA GEOLOGÍA DEL ECUADOR GP 3.1,GEOLOGÍA Y MINAS
311,39390,CURSO_PRE-TNGMI097_18,HIERARCHY,387,PALEONTOLOGÍA,GEOLOGÍA Y MINAS
312,39399,CURSO_PRE-TNGMI087_18,HIERARCHY,385,PETROLOGÍA IGNEA Y METAMÓRFICA,GEOLOGÍA Y MINAS
313,39408,CURSO_PRE-TNGMI035_18,HIERARCHY,296,GEOLOGÍA ESTRUCTURAL,GEOLOGÍA Y MINAS
314,39417,CURSO_PRE-TNGMI203_18,HIERARCHY,242,VOLADURA DE ROCAS,GEOLOGÍA Y MINAS
315,39426,CURSO_PRE-TNGMI040_18,HIERARCHY,241,MECÁNICA DE ROCAS,GEOLOGÍA Y MINAS
316,39435,CURSO_PRE-TNGMI077_18,HIERARCHY,111,FÍSICA,GEOLOGÍA Y MINAS
317,39444,CURSO_PRE-TNGMI083_18,HIERARCHY,20,GESTIÓN PRODUCTIVA 1.1,GEOLOGÍA Y MINAS
318,39453,CURSO_PRE-TNGMI093_18,HIERARCHY,7,GESTIÓN PRODUCTIVA  GP 2.1,GEOLOGÍA Y MINAS
319,39462,CURSO_PRE-TNGMI076_18,HIERARCHY,594,CÁLCULO,GEOLOGÍA Y MINAS
320,39471,CURSO_PRE-TNGMI106_18,HIERARCHY,168,METODOLOGÍA DE LA INVESTIGACIÓN,GEOLOGÍA Y MINAS
321,39480,CURSO_PRE-TNGMI056_18,HIERARCHY,383,YACIMIENTOS MINERALES,GEOLOGÍA Y MINAS
322,39489,CURSO_PRE-TNGMI084_18,HIERARCHY,241,MECÁNICA DE SUELOS Y ROCAS,GEOLOGÍA Y MINAS
323,39498,CURSO_PRE-TNGMI096_18,HIERARCHY,297,GEOLOGÍA DEL PETRÓLEO,GEOLOGÍA Y MINAS
324,39507,CURSO_PRE-TNGMI113_18,HIERARCHY,35,PROYECTO DE TESIS GP 4.2,GEOLOGÍA Y MINAS
325,39728,CURSO_PRE-TNGMI107_18,HIERARCHY,92,PRÁCTICA EXPLORACIÓN GP 3.2,GEOLOGÍA Y MINAS
326,39937,CURSO_PRE-TNGMI052_18,HIERARCHY,299,GEOLOGÍA DEL ECUADOR,GEOLOGÍA Y MINAS
327,39946,CURSO_UTPL-TN0175_18,HIERARCHY,387,ALTERACIONES HIDROTERMALES,GEOLOGÍA Y MINAS
328,39955,CURSO_PRE-TNETE102_18,HIERARCHY,22,GESTIÓN PRODUCTIVA GP 3,ELECTRÓNICA Y TELECOMUNICACIONES
329,40156,CURSO_PRE-TNETE081_18,HIERARCHY,44,FUNDAMENTOS MATEMÁTICOS,ELECTRÓNICA Y TELECOMUNICACIONES
330,40165,CURSO_PRE-TNETE104_18,HIERARCHY,345,TRANSMISIÓN DE DATOS,ELECTRÓNICA Y TELECOMUNICACIONES
331,40174,CURSO_PRE-TNETE079_18,HIERARCHY,206,FUNDAMENTOS DE LA PROGRAMACIÓN,ELECTRÓNICA Y TELECOMUNICACIONES
332,40183,CURSO_PRE-TNETE080_18,HIERARCHY,112,FÍSICA UNIVERSITARIA,ELECTRÓNICA Y TELECOMUNICACIONES
333,40192,CURSO_PRE-TNETE087_18,HIERARCHY,165,SISTEMAS DIGITALES,ELECTRÓNICA Y TELECOMUNICACIONES
334,40201,CURSO_PRE-TNETE094_18,HIERARCHY,16,GESTIÓN PRODUCTIVA GP 2,ELECTRÓNICA Y TELECOMUNICACIONES
335,40402,CURSO_PRE-TNETE097_18,HIERARCHY,472,SISTEMAS DE COMUNICACIÓN,ELECTRÓNICA Y TELECOMUNICACIONES
336,40411,CURSO_UTPL-TN0173_18,HIERARCHY,215,FUNDAMENTOS Y APLICACIONES USANDO REDES DE SENSORES E IOT,ELECTRÓNICA Y TELECOMUNICACIONES
337,40420,CURSO_PRE-TNETE089_18,HIERARCHY,509,ANÁLISIS ESTADÍSTICO Y PROBABILÍSTICO,ELECTRÓNICA Y TELECOMUNICACIONES
338,40429,CURSO_PRE-TNETE088_18,HIERARCHY,284,ECUACIONES DIFERENCIALES Y MÉTODOS NUMÉRICOS,ELECTRÓNICA Y TELECOMUNICACIONES
339,40438,CURSO_PRE-TNETE090_18,HIERARCHY,11,GESTIÓN PRODUCTIVA GP 1,ELECTRÓNICA Y TELECOMUNICACIONES
340,40683,CURSO_PRE-TNETE103_18,HIERARCHY,387,MICRONDAS,ELECTRÓNICA Y TELECOMUNICACIONES
341,40692,CURSO_PRE-TNETE111_18,HIERARCHY,469,COMUNICACIONES ÓPTICAS,ELECTRÓNICA Y TELECOMUNICACIONES
342,40701,CURSO_PRE-TNETE112_18,HIERARCHY,470,TECNOLOGÍAS INALÁMBRICAS DE COMUNICACIÓN,ELECTRÓNICA Y TELECOMUNICACIONES
343,40710,CURSO_PRE-TNETE096_18,HIERARCHY,374,INSTRUMENTACIÓN,ELECTRÓNICA Y TELECOMUNICACIONES
344,40719,CURSO_PRE-TNETE095_18,HIERARCHY,384,RADIACIÓN Y GUÍAS DE ONDA,ELECTRÓNICA Y TELECOMUNICACIONES
345,40728,CURSO_PRE-TNETE105_18,HIERARCHY,280,ESTRUCTURA DE REDES DE COMUNICACIÓN,ELECTRÓNICA Y TELECOMUNICACIONES
346,40737,CURSO_PRE-TNETE110_18,HIERARCHY,39,PROYECTO DE FIN DE CARRERA GP 4,ELECTRÓNICA Y TELECOMUNICACIONES
347,40979,CURSO_PRE-TNETE086_18,HIERARCHY,480,TEORÍAS DE CIRCUITOS,ELECTRÓNICA Y TELECOMUNICACIONES
348,40988,CURSO_PRE-TNGA057_18,HIERARCHY,33,PROYECTO DE FIN DE CARRERA 4.2,GESTIÓN AMBIENTAL
349,40997,CURSO_PRE-TNGA055_18,HIERARCHY,26,PROYECTO DE FIN DE CARRERA 4.1,GESTIÓN AMBIENTAL
350,41263,CURSO_PRE-TNICI220_18,HIERARCHY,367,MODELOS DE CALIDAD DE AGUA,INGENIERÍA CIVIL
351,41272,CURSO_UTPL-TNGA017_18,HIERARCHY,145,ECONOMÍA DE RECURSOS NATURALES Y DESARROLLO SOSTENIBLE,GESTIÓN AMBIENTAL
352,41829,CURSO_UTPL-TNIA001_18,HIERARCHY,204,BOTÁNICA,GESTIÓN AMBIENTAL
353,42035,CURSO_UTPL-TNGA002_18,HIERARCHY,428,ECOLOGÍA,GESTIÓN AMBIENTAL
354,42461,CURSO_UTPL-TNGA009_18,HIERARCHY,352,ECOTOXICOLOGÍA,GESTIÓN AMBIENTAL
355,42879,CURSO_PRE-TNGA093_18,HIERARCHY,4,GESTIÓN PRODUCTIVA GP 3.1,GESTIÓN AMBIENTAL
356,43187,CURSO_UTPL-TNGA021_18,HIERARCHY,276,MANEJO DE FLORA Y FAUNA,GESTIÓN AMBIENTAL
357,43528,CURSO_UTPL-TNGA015_18,HIERARCHY,274,MANEJO SUSTENTABLE DEL SUELO,GESTIÓN AMBIENTAL
358,43847,CURSO_PRE-TNGA084_18,HIERARCHY,6,GESTIÓN PRODUCTIVA GP 2.1,GESTIÓN AMBIENTAL
359,44068,CURSO_UTPL-TNGA012_18,HIERARCHY,412,LEGISLACIÓN AMBIENTAL,GESTIÓN AMBIENTAL
360,44415,CURSO_PRE-TNGA089_18,HIERARCHY,9,GESTIÓN PRODUCTIVA GP 2.2,GESTIÓN AMBIENTAL
361,44675,CURSO_UTPL-TNGA016_18,HIERARCHY,466,EDUCACIÓN Y COMUNICACIÓN AMBIENTAL,GESTIÓN AMBIENTAL
362,45059,CURSO_UTPL-TNGA025_18,HIERARCHY,413,IMPACTOS AMBIENTALES,GESTIÓN AMBIENTAL
363,45068,CURSO_UTPL-TNGA019_18,HIERARCHY,220,TECNOLOGÍAS LIMPIAS Y ALTERNATIVAS,GESTIÓN AMBIENTAL
364,45724,CURSO_PRE-TNGA105_18,HIERARCHY,33,PROYECTO DE FIN DE CARRERA 4.2,GESTIÓN AMBIENTAL
365,45963,CURSO_UTPL-TNGA011_18,HIERARCHY,203,BOTÁNICA APLICADA,GESTIÓN AMBIENTAL
366,46326,CURSO_UTPL-TNGA010_18,HIERARCHY,453,DIVERSIDAD ANIMAL,GESTIÓN AMBIENTAL
367,46559,CURSO_UTPL-TNGA014_18,HIERARCHY,295,ECOSISTEMAS DEL ECUADOR,GESTIÓN AMBIENTAL
368,46893,CURSO_PRE-TNGA101_18,HIERARCHY,26,PROYECTO DE FIN DE CARRERA 4.1,GESTIÓN AMBIENTAL
369,47168,CURSO_UTPL-TNBIO005_18,HIERARCHY,231,BIOLOGÍA DE LA CONSERVACIÓN,GESTIÓN AMBIENTAL
370,47177,CURSO_UTPL-TNGA018_18,HIERARCHY,259,TÉCNICAS DE BIOLOGÍA DE CAMPO,GESTIÓN AMBIENTAL
371,47402,CURSO_UTPL-TNIA002_18,HIERARCHY,306,ZOOLOGÍA,GESTIÓN AMBIENTAL
372,47411,CURSO_UTPL-TNGA006_18,HIERARCHY,429,ECOLOGÍA HUMANA,GESTIÓN AMBIENTAL
373,47779,CURSO_UTPL-TNBIF002_18,HIERARCHY,47,MATEMÁTICAS PARA LAS CIENCIAS BIOLÓGICAS,BIOQUÍMICA Y FARMACIA
374,48065,CURSO_UTPL-TNGA020_18,HIERARCHY,173,DISEÑO Y EVALUACIÓN DE PROYECTOS SOCIOAMBIENTALES,GESTIÓN AMBIENTAL
375,48656,CURSO_PRE-TNGA080_18,HIERARCHY,11,GESTIÓN PRODUCTIVA GP 1,GESTIÓN AMBIENTAL
376,48882,CURSO_UTPL-TNGA024_18,HIERARCHY,325,ORDENACIÓN TERRITORIAL,GESTIÓN AMBIENTAL
377,48891,CURSO_UTPL-TNGA013_18,HIERARCHY,416,INTRODUCCIÓN A LAS CIENCIAS AMBIENTALES,GESTIÓN AMBIENTAL
378,48900,CURSO_PRE-TNING060_18,HIERARCHY,4,GESTIÓN PRODUCTIVA GP 3.1,INGLÉS
379,48909,CURSO_UTPL-TNING024_18,HIERARCHY,475,READING AND WRITING I,INGLÉS
380,48918,CURSO_PRE-TNING064_18,HIERARCHY,387,EDUCATIONAL RESEARCH,INGLÉS
381,48927,CURSO_PRE-TNING210_18,HIERARCHY,405,FILOSOFÍA DE LA EDUCACIÓN,INGLÉS
382,48936,CURSO_UTPL-TNING013_18,HIERARCHY,371,ACADEMIC WRITING,INGLÉS
383,48945,CURSO_UTPL-TNING009_18,HIERARCHY,477,LISTENING AND SPEAKING III,INGLÉS
384,48954,CURSO_UTPL-TNING015_18,HIERARCHY,475,METHODOLOGY AND DIDACTICS I,INGLÉS
385,48963,CURSO_UTPL-TNING014_18,HIERARCHY,387,INTRODUCTION TO APPLIED LINGUISTICS,INGLÉS
386,48972,CURSO_PRE-TNING057_18,HIERARCHY,6,GESTIÓN PRODUCTIVA GP 2.1,INGLÉS
387,48981,CURSO_UTPL-TNING002_18,HIERARCHY,476,READING AND WRITING III,INGLÉS
388,48990,CURSO_UTPL-TNING021_18,HIERARCHY,368,TEACHING TECHNIQUES,INGLÉS
389,48999,CURSO_UTPL-TNING020_18,HIERARCHY,372,CURRICULUM AND MATERIALS,INGLÉS
390,49008,CURSO_PRE-TNING066_18,HIERARCHY,189,PSICOLOGÍA DEL APRENDIZAJE,INGLÉS
391,49017,CURSO_UTPL-TNING005_18,HIERARCHY,544,COMMUNICATIVE GRAMMAR I,INGLÉS
392,49026,CURSO_PRE-TNING063_18,HIERARCHY,234,TRABAJO DE TITULACIÓN,INGLÉS
393,49358,CURSO_UTPL-TNING001_18,HIERARCHY,489,COMMUNICATIVE GRAMMAR III,INGLÉS
394,49367,CURSO_PRE-TNICI041_18,HIERARCHY,238,RESISTENCIA DE MATERIALES,INGENIERÍA CIVIL
395,49757,CURSO_PRE-TNICI031_18,HIERARCHY,240,MECÁNICA RACIONAL,INGENIERÍA CIVIL
396,49766,CURSO_PRE-TNICI067_18,HIERARCHY,250,TOPOGRAFÍA APLICADA,INGENIERÍA CIVIL
397,49775,CURSO_PRE-TNICI084_18,HIERARCHY,3,GESTIÓN PRODUCTIVA 3.1,INGENIERÍA CIVIL
398,50042,CURSO_PRE-TNICI049_18,HIERARCHY,552,CONCRETO I,INGENIERÍA CIVIL
399,50051,CURSO_PRE-TNICI048_18,HIERARCHY,611,SANITARIA II,INGENIERÍA CIVIL
400,50060,CURSO_PRE-TNICI025_18,HIERARCHY,440,DIBUJO Y DESCRIPTIVA,INGENIERÍA CIVIL
401,50069,CURSO_PRE-TNICI061_18,HIERARCHY,111,FÍSICA,INGENIERÍA CIVIL
402,50078,CURSO_PRE-TNICI063_18,HIERARCHY,594,CÁLCULO,INGENIERÍA CIVIL
403,50087,CURSO_UTPL-TN0058_18,HIERARCHY,196,INGENIERÍA DE RÍOS,INGENIERÍA CIVIL
404,50096,CURSO_PRE-TNICI030_18,HIERARCHY,540,HIDROLOGÍA I,INGENIERÍA CIVIL
405,50446,CURSO_PRE-TNICI039_18,HIERARCHY,387,VÍAS,INGENIERÍA CIVIL
406,50455,CURSO_PRE-TNICI047_18,HIERARCHY,432,HIDRÁULICA III,INGENIERÍA CIVIL
407,50728,CURSO_PRE-TNICI022_18,HIERARCHY,43,MATEMÁTICAS,INGENIERÍA CIVIL
408,50737,CURSO_PRE-TNICI035_18,HIERARCHY,605,HIDROLOGÍA II,INGENIERÍA CIVIL
409,51047,CURSO_PRE-TNICI083_18,HIERARCHY,278,ESTRUCTURAS,INGENIERÍA CIVIL
410,51529,CURSO_UTPL-TN0044_18,HIERARCHY,159,DISEÑO HIDRAÚLICO DE SISTEMAS DE TRATAMIENTO DE AGUA,INGENIERÍA CIVIL
411,51538,CURSO_PRE-TNICI056_18,HIERARCHY,340,PRESUPUESTO Y CONTROL DE OBRAS,INGENIERÍA CIVIL
412,51547,CURSO_PRE-TNICI234_18,HIERARCHY,375,DINÁMICA DE SUELOS,INGENIERÍA CIVIL
413,51556,CURSO_PRE-TNICI080_18,HIERARCHY,8,GESTIÓN PRODUCTIVA 2.2,INGENIERÍA CIVIL
414,51805,CURSO_PRE-TNICI043_18,HIERARCHY,603,HIDRÁULICA II,INGENIERÍA CIVIL
415,52064,CURSO_PRE-TNICI092_18,HIERARCHY,26,PROYECTO DE FIN DE CARRERA 4.1,INGENIERÍA CIVIL
416,52339,CURSO_PRE-TNICI077_18,HIERARCHY,243,SUELOS Y ROCAS II,INGENIERÍA CIVIL
417,52348,CURSO_PRE-TNICI029_18,HIERARCHY,222,TECNOLOGÍA DEL CONCRETO Y DEL ACERO,INGENIERÍA CIVIL
418,52357,CURSO_PRE-TNICI076_18,HIERARCHY,5,GESTIÓN PRODUCTIVA 2.1,INGENIERÍA CIVIL
419,52608,CURSO_PRE-TNICI052_18,HIERARCHY,351,GEOTECNIA,INGENIERÍA CIVIL
420,53149,CURSO_PRE-TNICI094_18,HIERARCHY,33,PROYECTO DE FIN DE CARRERA 4.2,INGENIERÍA CIVIL
421,53382,CURSO_PRE-TNICI225_18,HIERARCHY,158,SISTEMAS DE INFORMACIÓN GEOGRÁFICA ,INGENIERÍA CIVIL
422,53391,CURSO_PRE-TNICI088_18,HIERARCHY,1,GESTIÓN PRODUCTIVA 3.2,INGENIERÍA CIVIL
423,53715,CURSO_PRE-TNICI040_18,HIERARCHY,538,HIDRÁULICA I,INGENIERÍA CIVIL
424,54098,CURSO_PRE-TNIQ103_18,HIERARCHY,510,MÉTODOS ESTADÍSTICOS Y DISEÑO EXPERIMENTAL,INGENIERÍA QUÍMICA
425,54107,CURSO_PRE-TNIQ082_18,HIERARCHY,19,GESTIÓN PRODUCTIVA GP 1.1,INGENIERÍA QUÍMICA
426,54116,CURSO_PRE-TNIQ049_18,HIERARCHY,23,GESTIÓN PRODUCTIVA GP 3.1A,INGENIERÍA QUÍMICA
427,54125,CURSO_PRE-TNIQ110_18,HIERARCHY,29,PROYECTO DE FIN DE CARRERA  GP 4.1,INGENIERÍA QUÍMICA
428,54134,CURSO_PRE-TNIQ112_18,HIERARCHY,195,INGENIERÍA AMBIENTAL,INGENIERÍA QUÍMICA
429,54143,CURSO_PRE-TNIQ111_18,HIERARCHY,583,PROYECTOS INDUSTRIALES I,INGENIERÍA QUÍMICA
430,54152,CURSO_PRE-TNIQ014_18,HIERARCHY,100,QUÍMICA ORGÁNICA,INGENIERÍA QUÍMICA
431,55488,CURSO_PRE-TNIQ092_18,HIERARCHY,282,TRANSFERENCIA DE CALOR,INGENIERÍA QUÍMICA
432,55497,CURSO_PRE-TNIQ048_18,HIERARCHY,219,MINERALOGÍA APLICADA Y TECNOLOGÍA CONCENTRACIÓN DE MINERALES,INGENIERÍA QUÍMICA
433,55506,CURSO_PRE-TNIQ008_18,HIERARCHY,360,BALANCE DE MATERIA Y ENERGÍA,INGENIERÍA QUÍMICA
434,55515,CURSO_PRE-TNIQ116_18,HIERARCHY,286,ALGEBRA LINEAL Y MÉTODOS NUMÉRICOS,INGENIERÍA QUÍMICA
435,56090,CURSO_PRE-TNIQ091_18,HIERARCHY,6,GESTIÓN PRODUCTIVA GP 2.1,INGENIERÍA QUÍMICA
436,56099,CURSO_PRE-TNIQ203_18,HIERARCHY,387,PRECÁLCULO,INGENIERÍA QUÍMICA
437,56108,CURSO_PRE-TNIQ093_18,HIERARCHY,104,QUÍMICA DE PRODUCTOS NATURALES,INGENIERÍA QUÍMICA
438,56117,CURSO_PRE-TNIQ012_18,HIERARCHY,110,QUÍMICA FÍSICA,INGENIERÍA QUÍMICA
439,56126,CURSO_PRE-TNIQ052_18,HIERARCHY,228,TECNOLOGÍA DE PRODUCTOS VEGETALES Y ALIMENTOS,INGENIERÍA QUÍMICA
440,56135,CURSO_PRE-TNBIF113_18,HIERARCHY,104,TÉCNICAS AVANZADAS EN QUÍMICA DE PRODUCTOS NATURALES,BIOQUÍMICA Y FARMACIA
441,56144,CURSO_PRE-TNIQ201_18,HIERARCHY,102,INTRODUCCIÓN A LA INGENIERÍA QUÍMICA,INGENIERÍA QUÍMICA
442,56153,CURSO_UTPL-TN0181_18,HIERARCHY,102,INTRODUCCIÓN A LA QUÍMICA MEDICINAL,BIOQUÍMICA Y FARMACIA
443,56162,CURSO_PRE-TNIQ057_18,HIERARCHY,199,INGENIERÍA DE PROCESOS,INGENIERÍA QUÍMICA
444,56171,CURSO_PRE-TNII023_18,HIERARCHY,293,AUTOMATIZACIÓN Y CONTROL INDUSTRIAL,INGENIERÍA INDUSTRIAL
445,56180,CURSO_PRE-TNII004_18,HIERARCHY,113,FÍSICA II,INGENIERÍA INDUSTRIAL
446,56189,CURSO_PRE-TNII022_18,HIERARCHY,178,DISEÑO DE EXPERIMENTOS,INGENIERÍA INDUSTRIAL
447,56198,CURSO_PRE-TNIIA001_18,HIERARCHY,508,ESTADÍSTICA,INGENIERÍA INDUSTRIAL
448,56523,CURSO_PRE-TNII013_18,HIERARCHY,166,INVESTIGACIÓN DE OPERACIONES I,INGENIERÍA INDUSTRIAL
449,56532,CURSO_PRE-TNII003_18,HIERARCHY,20,GESTIÓN PRODUCTIVA 1.1,INGENIERÍA INDUSTRIAL
450,56541,CURSO_PRE-TNII012_18,HIERARCHY,63,CONTABILIDAD DE COSTOS,INGENIERÍA INDUSTRIAL
451,56550,CURSO_PRE-TNII008_18,HIERARCHY,5,GESTIÓN PRODUCTIVA 2.1,INGENIERÍA INDUSTRIAL
452,56559,CURSO_PRE-TNII024_18,HIERARCHY,291,PROCESOS INDUSTRIALES,INGENIERÍA INDUSTRIAL
453,56568,CURSO_PRE-TNII011_18,HIERARCHY,283,TRANSFERENCIA DE CALOR Y FLUIDOS,INGENIERÍA INDUSTRIAL
454,56577,CURSO_PRE-TNII010_18,HIERARCHY,202,INGENIERÍA DE MATERIALES I,INGENIERÍA INDUSTRIAL
455,56586,CURSO_PRE-TNII009_18,HIERARCHY,442,DIBUJO INDUSTRIAL,INGENIERÍA INDUSTRIAL
456,56595,CURSO_PRE-TNII021_18,HIERARCHY,3,GESTIÓN PRODUCTIVA 3.1,INGENIERÍA INDUSTRIAL
457,56604,CURSO_PRE-TNII025_18,HIERARCHY,77,GESTIÓN ENERGÉTICA,INGENIERÍA INDUSTRIAL
458,56613,CURSO_PRE-TNII005_18,HIERARCHY,58,ECONOMÍA GENERAL,INGENIERÍA INDUSTRIAL
459,56622,CURSO_PRE-TNHT097_18,HIERARCHY,3,GESTIÓN PRODUCTIVA 3.1,HOTELERÍA Y TURISMO
460,56884,CURSO_PRE-TNHT105_18,HIERARCHY,288,INGLÉS VII,HOTELERÍA Y TURISMO
461,56893,CURSO_PRE-TNHT100_18,HIERARCHY,1,GESTIÓN PRODUCTIVA 3.2,HOTELERÍA Y TURISMO
462,57216,CURSO_UTPL-TNHT017_18,HIERARCHY,397,DIRECCIÓN HOTELERA,HOTELERÍA Y TURISMO
463,57225,CURSO_PRE-TNHT080_18,HIERARCHY,20,GESTIÓN PRODUCTIVA 1.1,HOTELERÍA Y TURISMO
464,57234,CURSO_UTPL-TNAE008_18,HIERARCHY,513,ADMINISTRACIÓN II,HOTELERÍA Y TURISMO
465,57524,CURSO_PRE-TNHT091_18,HIERARCHY,5,GESTIÓN PRODUCTIVA 2.1,HOTELERÍA Y TURISMO
466,58140,CURSO_UTPL-TNEC001_18,HIERARCHY,43,MATEMÁTICA,HOTELERÍA Y TURISMO
467,58518,CURSO_UTPL-TNHT008_18,HIERARCHY,359,CONGRESOS Y EVENTOS,HOTELERÍA Y TURISMO
468,58769,CURSO_UTPL-TNHT010_18,HIERARCHY,387,TRÁFICO AÉREO,HOTELERÍA Y TURISMO
469,58778,CURSO_UTPL-TNEC006_18,HIERARCHY,507,ESTADÍSTICA II,HOTELERÍA Y TURISMO
470,59458,CURSO_UTPL-TNICA006_18,HIERARCHY,63,CONTABILIDAD DE COSTOS,HOTELERÍA Y TURISMO
471,59879,CURSO_PRE-TNHT103_18,HIERARCHY,26,PROYECTO DE FIN DE CARRERA 4.1,HOTELERÍA Y TURISMO
472,60176,CURSO_PRE-TNHT085_18,HIERARCHY,459,ARTE Y CULTURA,HOTELERÍA Y TURISMO
473,60185,CURSO_PRE-TNHT108_18,HIERARCHY,33,PROYECTO DE FIN DE CARRERA 4.2,HOTELERÍA Y TURISMO
474,60386,CURSO_UTPL-TNHT001_18,HIERARCHY,390,TURISMO Y HOTELERÍA,HOTELERÍA Y TURISMO
475,60395,CURSO_PRE-TNHT084_18,HIERARCHY,24,GESTIÓN PRODUCTIVA 1.3,HOTELERÍA Y TURISMO
476,60688,CURSO_UTPL-TNAE003_18,HIERARCHY,152,INTRODUCCIÓN A LA ECONOMÍA,HOTELERÍA Y TURISMO
477,61257,CURSO_PRE-TNHT092_18,HIERARCHY,289,INGLÉS V,HOTELERÍA Y TURISMO
478,61266,CURSO_UTPL-TNHT009_18,HIERARCHY,338,OPERACIONES TURÍSTICAS,HOTELERÍA Y TURISMO
479,61275,CURSO_UTPL-TNAE009_18,HIERARCHY,515,ADMINISTRACIÓN DE RECURSOS HUMANOS,HOTELERÍA Y TURISMO
480,61284,CURSO_UTPL-TNHT013_18,HIERARCHY,261,TÉCNICAS HOTELERAS,HOTELERÍA Y TURISMO
481,61293,CURSO_PRE-TNHT087_18,HIERARCHY,534,FRANCÉS I,HOTELERÍA Y TURISMO
482,61982,CURSO_PRE-TNHT093_18,HIERARCHY,431,FRANCÉS III,HOTELERÍA Y TURISMO
483,61991,CURSO_PRE-TNCCO076_18,HIERARCHY,279,ESTRUCTURA DE DATOS Y ALGORITMOS,SISTEMAS INFORMÁTICOS Y COMPUTACIÓN
484,62000,CURSO_PRE-TNCCO077_18,HIERARCHY,85,FORMACIÓN EN ACADEMIAS GP 1.3,SISTEMAS INFORMÁTICOS Y COMPUTACIÓN
485,62388,CURSO_UTPL-TNCCO009_18,HIERARCHY,285,MÉTODOS CUANTITATIVOS,SISTEMAS INFORMÁTICOS Y COMPUTACIÓN
486,62397,CURSO_PRE-TNCCO087_18,HIERARCHY,40,PROYECTO DE FIN DE CARRERA GP4.1,SISTEMAS INFORMÁTICOS Y COMPUTACIÓN
487,62620,CURSO_PRE-TNCCO089_18,HIERARCHY,253,ARQUITECTURA Y COMPUTACIÓN PARALELA,SISTEMAS INFORMÁTICOS Y COMPUTACIÓN
488,62629,CURSO_PRE-TNCCO081_18,HIERARCHY,151,ECONOMÍA  FINANZAS E INVERSIONES,SISTEMAS INFORMÁTICOS Y COMPUTACIÓN
489,62638,CURSO_PRE-TNCCO090_18,HIERARCHY,41,PROYECTO  DE FIN DE CARRERA GP4.2,SISTEMAS INFORMÁTICOS Y COMPUTACIÓN
490,62951,CURSO_PRE-TNCCO088_18,HIERARCHY,316,ARQUITECTURA Y SEGURIDAD DE REDES,SISTEMAS INFORMÁTICOS Y COMPUTACIÓN
491,62960,CURSO_PRE-TNCCO073_18,HIERARCHY,88,PASANTÍAS EN CITTES GP 1.1,SISTEMAS INFORMÁTICOS Y COMPUTACIÓN
492,63267,CURSO_PRE-TNCCO072_18,HIERARCHY,216,FUNDAMENTOS INFORMÁTICOS,SISTEMAS INFORMÁTICOS Y COMPUTACIÓN
493,63276,CURSO_UTPL-TNCCO007_18,HIERARCHY,594,CÁLCULO,SISTEMAS INFORMÁTICOS Y COMPUTACIÓN
494,63285,CURSO_UTPL-TNCCO080_18,HIERARCHY,244,ARQUITECTURA DE COMPUTADORES,SISTEMAS INFORMÁTICOS Y COMPUTACIÓN
495,63715,CURSO_PRE-TNCCO025_18,HIERARCHY,44,FUNDAMENTOS MATEMÁTICOS,SISTEMAS INFORMÁTICOS Y COMPUTACIÓN
