,id_materia,codigo,metodo,cluster,asignatura,titulacion
1125,255247,CURSO_PRE-TNII007_20,HIERARCHY,203,MATERIAL RESISTANCE,INGENIERÍA INDUSTRIAL
1126,255637,CURSO_PRE-TNII030_20,HIERARCHY,60,CONTROL AND QUALITY MANAGEMENT,INGENIERÍA INDUSTRIAL
1127,256000,CURSO_PRE-TNII002_20,HIERARCHY,84,PHYSICS I,INGENIERÍA INDUSTRIAL
1128,256629,CURSO_PRE-TNII016_20,HIERARCHY,139,MATERIALS ENGINEERING II,INGENIERÍA INDUSTRIAL
1129,257014,CURSO_PRE-TNII006_20,HIERARCHY,17,PRODUCTIVE MANAGEMENT 1.2,INGENIERÍA INDUSTRIAL
1130,257271,CURSO_PRE-TNII017_20,HIERARCHY,223,MACHINES AND INDUSTRIAL MECHANISMS,INGENIERÍA INDUSTRIAL
1131,257549,CURSO_UTPL-TNIQ001_20,HIERARCHY,77,GENERAL CHEMISTRY,BIOQUÍMICA Y FARMACIA
1132,258117,CURSO_PRE-TNII027_20,HIERARCHY,222,MODELING AND SIMULATION OF INDUSTRIAL PROCESSES,INGENIERÍA INDUSTRIAL
1133,258425,CURSO_PRE-TNIQ116_20,HIERARCHY,181,LINEAR ALGEBRA AND NUMERICAL METHODS,INGENIERÍA INDUSTRIAL
1134,259000,CURSO_PRE-TNII019_20,HIERARCHY,293,BUSINESS ADMINISTRATION,INGENIERÍA INDUSTRIAL
1135,259534,CURSO_PRE-TNII014_20,HIERARCHY,7,PRODUCTIVE MANAGEMENT 2.2,INGENIERÍA INDUSTRIAL
1136,259815,CURSO_PRE-TNII029_20,HIERARCHY,137,PRODUCTION ENGINEERING,INGENIERÍA INDUSTRIAL
1137,260016,CURSO_UTPL-TNHT005_20,HIERARCHY,172,GUIAR TECHNIQUES,HOTELERÍA Y TURISMO
1138,260287,CURSO_PRE-TNHT104_20,HIERARCHY,264,DIETETIC NUTRITION AND FOOD HYGIENE,HOTELERÍA Y TURISMO
1139,260494,CURSO_PRE-TNHT103_20,HIERARCHY,24,END OF CAREER PROJECT 4.1,HOTELERÍA Y TURISMO
1140,260791,CURSO_UTPL-TNAE005_20,HIERARCHY,293,ADMINISTRATION I,HOTELERÍA Y TURISMO
1141,261277,CURSO_UTPL-TNHT002_20,HIERARCHY,251,ECUADORIAN TOURIST GEOGRAPHY,HOTELERÍA Y TURISMO
1142,261734,CURSO_PRE-TNHT108_20,HIERARCHY,26,END OF CAREER PROJECT 4.2,HOTELERÍA Y TURISMO
1143,261935,CURSO_PRE-TNHT084_20,HIERARCHY,22,PRODUCTIVE MANAGEMENT 1.3,HOTELERÍA Y TURISMO
1144,262228,CURSO_UTPL-TNHT006_20,HIERARCHY,280,GASTRONOMY,HOTELERÍA Y TURISMO
1145,262821,CURSO_PRE-TNHT088_20,HIERARCHY,23,PRODUCTIVE MANAGEMENT 1.4,HOTELERÍA Y TURISMO
1146,263086,CURSO_PRE-TNHT095_20,HIERARCHY,225,ENGLISH VI,HOTELERÍA Y TURISMO
